review_title,review,sentiment
Times have changed....,{ Pros. work life balance and benefits } { Cons. career mobility is limited; too slow to adapt to change },0.18
Fantastic,"{ Pros. Competitive pay, patient, willing to help at any time. } { Cons. The company is a little soft when it comes to management. }",0.46
First year with the company,"{ Pros. Great benefits (U-time policy where you get time back as vacation if you work during your days off, etc; Pension/401K/Insurance) } { Cons. Organizational inefficiency - recent layoffs show company leadership doesn't really want to change despite espousing the need to adapt to the changing market landscape (i.e. talked about restructuring for increased efficiency for months, then kept/promoted the majority of the top 30% and made significant cuts to the majority of the workforce) }",0.88
Professional Work Environment,"{ Pros. Good salary, benefits, vacation. Amazing FML. They show concern for your work/home life balance. } { Cons. Frequent Layoffs. Not enough opportunity to move to other areas outside Texas. }",0.79
Tough Time for Oli Business,"{ Pros. Terrific Safety & Organization Culture, Team oriented, great people, good benefits, } { Cons. In a commodity business subject to wild price swings , big and bureaucratic at times, always cutting back }",0.93
headline,{ Pros. The culture is very good } { Cons. The pay is very bad },-0.25
Awesome place to wok,{ Pros. Great place to work at and great people } { Cons. I have nothing bad to say },0.9
Sr Assistant,"{ Pros. Benefits, salary, work life balance, safety, & training } { Cons. Corp politics, layoffs, inconsistent, favoritism, stress }",0.51
Energy biz,{ Pros. Great environment for career growth. } { Cons. Repeat layoffs every couple years. },0.77
Great Work-Life Balance,"{ Pros. Great work-life balance, great salary with annual raise and bonus, opportunities to change to a new position within the company after two years in current position, alternative work schedules available (9/80) } { Cons. Some positions may have a narrow scope, but that is not out of the ordinary for large corporations. }",0.8
Used to be good,{ Pros. 401k and pension (for now) } { Cons. They talk like they care about employees but don't really. Slow to adopt new technology. Tired leaders. Best people are leaving. Fewer opportunities in IT organization. Industry on the decline },0.89
Chevron,{ Pros. Great compensation and benefits package. } { Cons. Company size can make you feel like your just a number. },0.86
Old Corporate Boys Club,"{ Pros. good benefits, good pay, nice campus } { Cons. culture is dead, lots of politics1 person found this review helpfulHelpfulShareRepor }",0.67
Work place,"{ Pros. Great working environment, learning plan, help from colleagues and great benefits } { Cons. nothing to report at this time }",0.93
The place to be!,{ Pros. Great benefits and real-world work experience } { Cons. Long hours and intensive work },0.77
Relaxed company to work for,"{ Pros. Good coworkers, outdoor work experience } { Cons. Short staffed, bad management, high turnover }",-0.15
Chevron review,"{ Pros. Great salary and benefits and opportunity to work with technology } { Cons. So many employees with vague responsibilities, it's hard to get work done }",0.83
Great company,{ Pros. Work life balance is great } { Cons. Some managers were difficult to work with },0.38
Mixed Bag,"{ Pros. The pay and benefits are good. } { Cons. The risk averse nature of the company makes research difficult, but it's highly dependent on what group and division you're in. }",0.06
Website developer,{ Pros. Great benefits Friday’s off paid bus pass } { Cons. Lots of layoffs Focus too much on diversity instead of best candidate },0.9
meh,"{ Pros. pay pay pay pay pay } { Cons. culture,treatment, favoritism, must kiss rear end if you want to work in peace. I have been working here for over 12 years and as soon as chevron took over the mismanagement came. They preach all this inclusion, diversity but its all lies. Favoritism, preferential treatment is rampant. As mentioned above, you have to kiss end if you want to work in peace. }",0.87
"Better run than under Watson, but that ain't saying much","{ Pros. Chevron treats its employees well, right up to the time it fires them } { Cons. Company is behind the times, too fossil-focused for a company with so much California / West Coast focus Outside of the international upstream, job security is nil. They will cut anything and everything else in panic mode whenever oil prices drop }",-0.46
Opportunities for Growth,{ Pros. Chevron offers many opportunities for professional development and growth. It's important to take advantage of all employee development opportunities. } { Cons. No cons to report on this company. },0.81
na,{ Pros. its a very good company } { Cons. slow pace work place. Depends on what type of workplace you're looking for },0.49
Great job,"{ Pros. Good pay, no one looking over your shoulder, great night job if your in school your able to do homework in peace } { Cons. Needs more staff in case of emergency }",0.74
Definitely a good place to start a career...,"{ Pros. For a chemical or mechanical engineer, you'll get to fully use your education. Entry-level pay is strong versus competitors, the work is challenging, and developmental opportunities are robust. In fact, the executives themselves managed to climb the ladder from the ranks of the engineers so theoretically you can make it to the very top. Employee investment is very front-loaded towards new hires, both in terms of technical training as well as business acumen training. Bonuses are good at Chevron and there's still a pension which is increasingly atypical of employers these days. There are opportunities to develop skills which are valuable outside of Chevron. Take advantage of these. The Data Science and Lean Sigma programs are very underutilized and can make you valuable outside the lumbering dinosaur of Oil & Gas. } { Cons. Weak opportunities for non-engineers. If you aren't an engineer, expect to spend your career mostly in the same place and at best climbing the ladder only one or two rungs. Repeated relocations are expected for anyone who wants to climb the ladder. If you are married to someone gainfully employed outside Chevron or are otherwise not positioned to relocate every few years, you'll go nowhere in the long-run. The saying is: ""If you don't move, you don't matter"". Once you reach mid-career, the opportunities become very limited. Training and development is not really intended to help you. If you haven't been flagged as ""high potential"" (rare!) then you'll probably stagnate in your current position or within a narrow set of positions. There is no means for asking for a raise. You'll get 3% to 6% in terms of an annual pay increase, most of which is determined by corporate performance rather than your own. This often makes it worthwhile for employees with more than 5 years experience to go elsewhere if the pay increase is substantial or if they're confident in their talents. Under CEO Mike Wirth, Chevron has gone all-in on ""woke"" politics, in an especially ham-fisted way. If you aren't inclined towards PC culture, you'll need to learn to fake it or at least stay very silent. Race and gender are increasingly major factors in hiring and promotion, which may or may not benefit you. }",0.99
Not bad,{ Pros. Work life balance. Interesting work. } { Cons. Poor focus on business. Many intitiaves that are distracting. },-0.38
Great company that is tightening up the belt,"{ Pros. Great work environment, can make a lot of money in overtime } { Cons. benefits shrinking, micro management is a bit too much }",0.77
Great people,{ Pros. Great place to work at } { Cons. None so far for me },0.62
It was decent,{ Pros. Good company with strong backing. } { Cons. The people were average to work with. },0.74
Declining business,"{ Pros. large company, smart people, generous benefits } { Cons. no longer in a relevant business, layoffs going on right now, unstable, losing money }",0.32
Great all around company,{ Pros. Pay and benefits are great! The camaraderie with the other operator and mechanics is irreplaceable. The company actually cares about their employees and will do more than expected to accommodate people. I miss working there I just wish they didn't operate mainly out of California. } { Cons. The rotating schedule can break your body down...sometimes without noticing it. },0.89
Great company!,"{ Pros. Benefits, great people, trainings, cooperative } { Cons. Slow and no cons really }",0.67
None,"{ Pros. Inclusive culture, value contributes, great benefits } { Cons. Limited career growth in specific areas }",0.87
"good company, low pay","{ Pros. great culture, great company, great benefits } { Cons. amazingly low pay/vacation time compared to other sources }",0.93
It's ok for the time being,{ Pros. Weekly pay Interaction with people Great coworkers Good raise incentives Experience with cash register } { Cons. Hr is not attentive No room for growth },0.91
Customer service,{ Pros. Laid back and met some wonderful people. Flexible schedule for student. } { Cons. Rude customers giving attitude despite going out of my way to be nice. No paid vacations. },0.68
Chevron,{ Pros. The company provides nice pay and environment } { Cons. The company lack a good communication system },0.46
Good,{ Pros. Best at diversity and inclusion } { Cons. Headquarters located in Houston Texas },0.64
Good not good,{ Pros. Good to work for not in Midland } { Cons. No technical people at the company },0.18
Great place to work!,{ Pros. Wonderful team of experienced and creative people. I get to learn something new almost every day while solving complex problems. } { Cons. Oil and Gas facilities are not always in the most convenient locations. },0.74
Good place to work,{ Pros. Good pay and benefits. 401k and pension. } { Cons. Corporate environment. Too many politics to get ahead. },0.62
great benefits,"{ Pros. great benefits and pay with a great team } { Cons. layoff structure full of nepotism, one person decides your future }",0.89
good,"{ Pros. Very diverse, inclusive company to work for } { Cons. Big oil company / environmental impact }",0.0
"Terrible place to work, very unprofessional","{ Pros. What can I say, there are none. } { Cons. Sexism is very prevalent. They mostly hire white males for top positions. Their salaries are also not very high compared to other oil and gas companies. }",0.2
Great Benefits; High Nepotism,{ Pros. Pension 401K matching of 8% 9/80 schedule } { Cons. Slow to change Very political Red tape },0.0
7 years working at Chevron as engineer,"{ Pros. Nice people, challenging projects, always more work to be done, convenient downtown central office location, bonus, 9/80 work schedule, many external hires } { Cons. Oil economy ups and downs - layoffs, many external hires also leads to many differing backgrounds & views making it more difficult to standardize some things }",0.63
Ok- was really great at the beginning.,"{ Pros. Benefits, pay was great, lots of overtime. } { Cons. Good ole boy system. Military co workers were treated better than most. Favoritism. The problem is that they hire too many young kids. }",0.88
Well run company in a contracting industry,"{ Pros. Strong systems, processes and benefits } { Cons. Advancement opportunities are harder and harder to come by }",0.82
Good company,{ Pros. Great pay and great benefits } { Cons. Change takes a very long time },0.89
It’s very meh to okay,{ Pros. Pay is okay I guess } { Cons. Owners are kinda sketchy sometimes },0.13
Overall good place,"{ Pros. Culture, compensation, interesting projects to work on } { Cons. Inefficient work processes and coasting people }",0.4
Terrible and corrupt,{ Pros. Pay was good that’s about it } { Cons. Political and corrupt company needs major reform. },0.36
Going down hill,"{ Pros. Pay, benefits, work life balance } { Cons. Lay-offs, trend chasers not trend setters, risk averse, indecisive, dying industry }",0.25
drill site manager,"{ Pros. great benefits, great salary, compensation package } { Cons. long hours, away from home }",0.9
Not the company it used to be,"{ Pros. Benefits are good; is one of few large corporations that still offers a pension } { Cons. As a long-time employee with over 30 years employment, have noticed culture of company has deteriorated significantly over the last 10+ years and company as a whole has lost its way. Has also lost some of it’s competitiveness in the benefits that it offers and is very slow to adopt and adapt to some of the newer employee policies that have been successfully implemented at other large corporations. Talent pool no longer includes the best and brightest; has become very competitive environment and there is no longer a feeling that the company feels any sense of loyalty to it’s employees. Focus seems to be more on TSR at the expense of employees. Also have a long way to go to meet expectations in terms of diversity and inclusivity. }",0.97
Poor management,"{ Pros. Good salary and overall compensation, good benefits } { Cons. Poor management, poor team spirits with many back-stabbers }",0.3
Great Benefits/Cyclical Industry,"{ Pros. Great salary and benefits, especially the 9/80 work schedule where you get every other Friday off. } { Cons. It's a company in a cyclical business, so layoffs loom when there is a downturn. }",0.67
They try to be a good company,{ Pros. People love working there You actually work and can learn as much you want to } { Cons. Too many managers not enough workers Less experience “high potential” get positions their often not qualified for You have to do a lot of extra fluff to be relevant },0.67
Not so bad for first job,"{ Pros. full-time availability, overnight schedule (for some) } { Cons. lot of work, sometimes stressful, many hours standing up }",-0.51
What it feels like to work in a store,{ Pros. Flex hours really bad environment } { Cons. Bad management they didn’t pay us on time and often made excuses for it },-0.83
oil giant with a great work culture,"{ Pros. Work/Life Balance, 401(k) match, opportunity to move jobs every 2-3 years } { Cons. decisions move slower, cyclical industry by nature, prior to covid not very flexible on work schedules }",0.23
Chevron,"{ Pros. vacations, pay, benefits, very informal } { Cons. none that I can think of }",0.3
Good Company,"{ Pros. Great pay and benefits, seem to care about employees, Safety first. } { Cons. Lots of unscheduled overtime, hard on families, buddy system, hard to advance }",0.89
"Typical O&G shop, nothing surprising","{ Pros. Pay, work-life balance, opportunity to move around } { Cons. Slow, lay-off ridden, and difficult to promote }",0.36
Good experience and opportunities,"{ Pros. Great company. Enjoyed the culture, commitment to safety, opportunity to work with high caliber professionals from around the world, opportunities for training, certifications and networking } { Cons. Can be overly bureaucratic with administrative procedures. Also downturn in the market and layoffs increase pressure and stress on employees. }",0.94
Chevron Culture,"{ Pros. Job Safety - If you like bureaucracy, very difficult to fire once you get into the system, even if you are a consultant. } { Cons. Bureaucracy, politics, everybody wants to play it safe. Even if you deliver on a project in terms of Business ROI, you are measured by adherence to Chevron Way or Principles. They like to relabel everything as Chevron Way including project management is called CPDEP, acronyms galore!!! }",0.82
Great Place to work but uncertain future,{ Pros. Opportunities for interesting work and advancement } { Cons. Cutbacks in budgets and staffing due to decline in oil prices },0.65
Great entrepreneural culture. Global,{ Pros. Global. Diverse. Campus environment. Benefits. Salary } { Cons. Experienced hires don’t have same development opportunities },0.64
Inefficient Machine,"{ Pros. Competitive salary and benefits, diverse staff } { Cons. Inefficient processes, extreme middle management, ineffective HR support }",0.64
Pure corporate mindset - heartless. Terminating employees to bypass severance.,"{ Pros. Salaries are decent, benefits decent, } { Cons. Chevron lost its soul years ago, they only care about the dollar, they DO NOT care about employees unless you are management. }",0.22
CVX,{ Pros. Company treats employees very well. } { Cons. Oil and Gas business is cyclical and job cuts happen every 2 years. },0.05
Sinking ship,{ Pros. Pay on time twice a month } { Cons. Grim prospect u better jump1 person found this review helpfulHelpfulShareRepor },-0.0
Senior Logistics Specialist,"{ Pros. Salary, Bonus, Benefits, Flexibility, Travel } { Cons. Stale industry, layoffs, corporate kool-aid }",0.82
"Great company, people and benefits but you have to be willing to move often","{ Pros. Benefits, salary, colleagues, management, career growth } { Cons. Moving countries or offices every 3years at minimum }",0.64
Fantastic company,{ Pros. Chevron is a fantastic company to work for and does a great job at developing its employees } { Cons. Layoffs seem to be their first lever to pull. },0.83
"Solid, reliable place to work","{ Pros. Well intentioned, cares about workers as human beings, committed to dividend-good financial management } { Cons. Slow decision making, too many middle managers }",0.74
People are important,{ Pros. Great benefits for minorities and working families } { Cons. Shrinking future of oil and gas makes long term prospects dismal },0.6
Giving CISSP soon,"{ Pros. Good, advanced in the technology implementation } { Cons. cutting the corners in the employments }",0.53
Best place to work for.,{ Pros. Best place to work for . Exceptional work life balance. } { Cons. There are no cons I could describe },0.46
a,"{ Pros. Great place to work, truly care about safety and health of workforce. } { Cons. No one has authority to perform their job alone. All decisions need to be made by a group. }",0.88
Oil and Gas,"{ Pros. Opportunities for advancement, great pay, development and pension. } { Cons. When it’s bad it’s bad. As in when oil prices drop. }",-0.42
Great Company,{ Pros. Great Management learned a lot of new things } { Cons. Old office otherwise the experience was great },0.85
Excellent company to work for,"{ Pros. Company culture is the best that I know of, the ability to develop a career path and alternatives jobs } { Cons. None that I can think of }",0.76
I love it here!,{ Pros. Pay People Environment Flexibility Understanding 9/80 schedule Work events Great work organizations } { Cons. There are not any cons that I can think of at the moment! },0.75
"great company, challenging industry","{ Pros. lots of work locations around the world, good culture } { Cons. industry is very cyclic makes for tough decisions }",0.34
Great Culture,{ Pros. Great and inclusive culture. Does its best to do the right thing for its people. } { Cons. Does not reward technical and innovative thinking. },0.85
Great place to work!,"{ Pros. Great pay, 401K and stock options. } { Cons. Located in Richmond, CA. Crime }",0.05
cashier,{ Pros. everything is great thankfully for part time! } { Cons. Nothing that I hate about job! },0.89
Great place to work,"{ Pros. Diversity, great people, good benefits } { Cons. Lack of coding standards here. }",0.81
Chevron review,{ Pros. Flexible work schedule. Plenty of opportunities to move around the company. One of the few companies that still offers pensions to employees } { Cons. Highly political. Company is going through massive restructuring at the moment },0.54
Great Benefits,{ Pros. Great Benefits. Great People. Always can get feedback. } { Cons. Old managerial setup with long time to elevate role. },0.9
Good company overall but with challenges,"{ Pros. Stable job, positive work environment, really smart people working there. } { Cons. Performance evaluation is subjective and not transparent. Management tends to favor some people over others. }",0.89
Great Company,{ Pros. Great benefits and salary. Competitive packages all around. } { Cons. Healthcare is not as good as it used to be. },0.72
aaaaa,"{ Pros. Everything was great, no complaints. } { Cons. I don't have any to share. }",0.82
No success for technical engineers,"{ Pros. Nice focus on work life balance, diversity and inclusion efforts. } { Cons. It sucks being a technical engineer. this company is run by a bunch of project managers and PowerPoint engineers. Being good at engineering means little here. We're all about making some presentations and include some catchy taglines and bragging. }",0.49
good company,"{ Pros. pay, 401K, vacations, flex time, } { Cons. people, location, weather, texas, houston }",-0.1
Good salary and benefits,{ Pros. Good salary and benefits for employees } { Cons. Conservative and slower moving compared to others },0.67
Good Safety Culture,{ Pros. Good safety culture. Excellent salary. Benefits. } { Cons. Too many corporate initiatives with low value add1 person found this review helpfulHelpfulShareRepor },0.91
Excellent company to grow in,{ Pros. They really care for their employees } { Cons. None so far that I have noticed },0.54
Good company,"{ Pros. Work life balance, and good culture } { Cons. Old technology, no one cares about to learn new stuff }",-0.2
"The good, bad, and ugly",{ Pros. Competitive salary and benefits that include pension. Great work culture. People are friendly and are truthful in their adherence to 'Chevron Way' } { Cons. IT management is grossly incompetent. Route to promotion is very subjective. More emphasis on networking than expertise. Not recommended for the Gen Z'ers/Millennials. },0.84
Pay and benefits,{ Pros. Good pay and good benefits } { Cons. Overbearing Micromanagent of the employees },0.79
Becoming more agile,"{ Pros. The Chevron Way, a diverse workforce and very good benefits. } { Cons. Has been slow to change but it's quickly adopting an agile mindset and pushing more digital initiatives. }",0.47
Gas station,"{ Pros. I loved the hrs, and the weekly pay. And the ppl I work with and came across } { Cons. It was short term and there wasn't a any health insurance or taxes taken out }",0.54
Great company culture,"{ Pros. Great company culture, leadership, interesting work, good work life balance } { Cons. slow to get things done }",0.87
"Country Representative, Nigeria ; Oil Trading ; was & joint venture oversight",{ Pros. Good reputation of Chevron Corp } { Cons. Insufficient delegation of authority to country representative },0.49
fun place to work and East,{ Pros. East shifts and good managers } { Cons. boring and not much to do },0.15
Great place to work,{ Pros. Great people work there and they seem like family } { Cons. some do not carry their weight },0.77
Great Benefits and Work Life Balance,{ Pros. Great Benefits and Work Life Balance } { Cons. Lacks employee development path in Information Systems },0.77
Great compnay going through tough times,"{ Pros. Great managers, hands on analysis, real work } { Cons. reorganizing, industry is unsettled, jobs will be lost }",0.13
Good place to work,"{ Pros. Good benefit and high salary. } { Cons. Oil industry is volatile, and more head count reduction will come }",0.71
Good Company,"{ Pros. good health benefits and retirement plans. really good work/life balance } { Cons. Salary is average, there are others company better paid. }",0.89
Sales associate/cashier/stocker,{ Pros. Fixed scheduled and treated like family } { Cons. Hard to get time off },0.27
"Good, but not too many benefits",{ Pros. Flexible hours Busy Nice employees Great training Big company } { Cons. Pay Benefits Management Fairness Loyalty },0.93
Excellent employer,{ Pros. Great company to work for. } { Cons. very few issues that were in fact corrected. },0.62
"Challenging, fast paced, problem solving","{ Pros. Fast paced, cross function team oriented strategy } { Cons. Minimal resources devoted to assets, demands high level results with minimal resources to work with, personnel cuts have made workflows almost impossible to keep up with. }",0.3
Amazing company to work for!!!,{ Pros. Great values. Great pay. Great benefits. Great leaders. Great opportunities for growth. Great environment. Overall a great company to work for. } { Cons. I don’t have any complaints. },0.99
Process Automation Engineer,"{ Pros. Great pay, great culture, lots of growth opportunities, ability to travel all over the world. Lots of exposure to different areas of the business, volunteer opportunities, lunch & learns and flexible work schedules. } { Cons. Very few people give constructive feedback and it takes a long time to make decisions. }",0.96
"As soon as I started looking for a job, I suddenly got a phone call from the owner one day to start immediately","{ Pros. Location & pay, easy to access great worksmanship with managers & other store owners } { Cons. Getting to knoe you basic working ability skills in performance }",0.84
Great company!,{ Pros. Nice benefits: -401k 8% match - 2% employee contribution - Sign on bonus - relocation bonus - Annual salary increase and bonus - flexible work schedule Great culture and learning environment! } { Cons. - Work can be non-technical sometimes - Takes a long time for things to get done - Too much comfort can also be negative for your personal growth },0.97
Good Company,"{ Pros. Good company for people in the oil and gas industry. Have a large platform to develop the career. } { Cons. Recently, the oil and gas industry is experiencing a downturn. }",0.44
Great place to work,"{ Pros. Competitive salary, good benefits, great people } { Cons. None that I can think of }",0.88
Cool company,{ Pros. Lots of incentives and perks } { Cons. Low pay and no advancement for anyone lower then management },-0.56
Interning at Chevron,{ Pros. The job offers high Pay } { Cons. The company isn't very diverse. Not much development. },-0.1
Great people but business struggling,"{ Pros. Amazing people to work with, everyone wants to develop energy responsibly. } { Cons. Supply and demand fundamentals have changed and the business is struggling. }",0.38
great company to work for,{ Pros. great company to work for } { Cons. not alot of time to spend with family },0.62
Chevron HES,"{ Pros. Pay, benefits, location, work schedule } { Cons. Company is contracting in size, corporate culture is trying to modernize itself, but faces heavy resistance from personnel with 30 year careers. }",0.15
great,{ Pros. It has excellent work culture. } { Cons. A lot of new company platforms and frameworks to keep up with },0.57
Good pay and benefits,{ Pros. great work life balance benefits } { Cons. annual bonus isn't that great1 person found this review helpfulHelpfulShareRepor },0.88
Nice First Job,"{ Pros. Nice place , plenty of work } { Cons. Watch out for gas fumes }",0.4
A company going through transition,{ Pros. Endless opportunity to help evolve the company } { Cons. Leaders without empathy or vision },0.58
Little to no impact on the bottom line.,"{ Pros. Work life balance. Decent Pay, decent benefits in the long term. } { Cons. Very slow and too much process. No impact, no creativity. Procurement at chevron is unfortunately a pure support function to Engineering who make all decisions }",0.0
"Great challenges, but stuffy","{ Pros. I was always challenged and had access to the best software } { Cons. The corporate atmospher can stifle morale and the ranking system is forced. Management says otherwise, but in practice it is. }",0.1
Great Company,"{ Pros. Work/life balance, Job Collaboration, Culture, Reliability, Relatable } { Cons. PMP Process, Work Load, Travel }",0.0
Best place to work,{ Pros. Great culture Flexible hours Positive atmosphere Competitive pay Great benefits } { Cons. Select work locations Medium work load },0.95
Good job,{ Pros. Meeting lots of new people } { Cons. The pay is a bit low for the position2 people found this review helpfulHelpfulShareRepor },-0.36
Too many processes,"{ Pros. Good pay and benefits, vacation and pay leaves are good. } { Cons. Management cannot make decision and relies on buddy-system too much. }",0.77
general workforce work life balance is important to executive management,{ Pros. good compensation and great benefits } { Cons. there is a process for everything. },0.86
Oil and Gas,"{ Pros. Benefits, Work Life Balance, 401K } { Cons. Unstable industry, layoffs, salary higher with independents }",0.03
Operator,"{ Pros. Good pay, benefits, pension, healthcare. } { Cons. No work life balance. 500-1000 hours of overtime. Overtime is mandatory }",0.49
"Stable, but limited opportunity for personal growth","{ Pros. Raises are consistent, great benefits, excellent work/life balance. Deadlines are usually realistic and projects (in my BU) are adequately staffed. Senior management has a clear and well communicated plan and seems highly competent. } { Cons. It's difficult/impossible to be allowed ""outside your box"" if you are in certain engineering disciplines. Leadership talks a great game about being able to post for stretch positions internally but they always deny approval when the time comes. If you like to move around to continue learning new things you're likely to get bored. }",0.93
Amazing company!,"{ Pros. Franchise opportunities, company growth, friendly environment } { Cons. Workplace hazards and late night shifts }",0.81
Great Company,{ Pros. Great benefits. Competitive pay. Collaboration is fostered. Good work-life balance depending on team. Overall good culture } { Cons. Cyclical business. May need to change jobs as the market changes },0.92
One of the best!,"{ Pros. Safe place to work. Values diversity & inclusion. } { Cons. So much on processes and approvals, which can slowdown the work. }",0.68
Good job,"{ Pros. Well paid, job security, 12 hour shifts } { Cons. Traveling out of state2 people found this review helpfulHelpfulShareRepor }",0.54
Great company,"{ Pros. -Pension -401k employees 2% matched by company 8% -Health, dental, life ins -Family care paid leave -sick leave -stress leave - Baby bonding leave - Great safety culture -paid holidays } { Cons. - Health and Dental insurance are not competitive as you'd expect freon a fortune 500 company }",0.65
Great place to work,"{ Pros. It was a great place to work, and the remuneration was competitive } { Cons. Older workforce on average }",0.7
Customer service,{ Pros. I love meeting new ppl and also seeing Familiar faces we have a lot of regulars that come in there and they always bring a smile to my face } { Cons. A lot of drama },0.77
review,{ Pros. great pay and great benefits } { Cons. Management only cares about themselves1 person found this review helpfulHelpfulShareRepor },0.92
Amazing Company to Work For,"{ Pros. The company takes good care of you. People are dedicated and hard working. } { Cons. Like in any big organization, the pace of work and career progression is slower than what you would expect in a smaller company }",0.88
"This was one of the worst places I have worked; promises made and broken, training hidden, and disorganized,","{ Pros. Benefits, benefts, security of building, benefits } { Cons. Micromanaged, no real communication, listen to your employees, not just what a supervisor says }",0.66
Good Company,{ Pros. Good salary and benefits. } { Cons. Working in the oil industry leads to ups and downs with hiring/laying off. },0.67
Chevron,{ Pros. * money is good * benefits is good } { Cons. * oil is destroying the environment },0.59
Ok job,{ Pros. Free food and experience with customers. } { Cons. No direct deposit. Lack of communication with management },-0.05
Good company,"{ Pros. Pay, scene, atmosphere, relationships, company legacy } { Cons. Work load, interview process, no }",-0.38
Great company,"{ Pros. Friendly great manager, flexible hours, store is clean } { Cons. Have to upsell even to regular customers }",0.9
Chevron Technologist,{ Pros. Good place to work. Lots of opportunity and nice culture. } { Cons. Things can move slow and middle management is too heavy. Salaries are a bit on the lower side for top performers. Career promotion and salary increases can be very slow. },0.8
Great Company,"{ Pros. This company hires top notch people in every department. They have very good subject matter experts. Benefits are amazing. Safety culture is amazing. } { Cons. The corporate culture is very competitive. Being a female, it was hard trying to adjust to a predominately male work environment. }",0.96
Chevron is an excellent company to have a career with.,{ Pros. Chevron ensures that employees are guided in career direction and gives them opportunities to progress. } { Cons. Currently Chevron has a shrinking portfolio of projects. },0.66
Mobility,"{ Pros. Great place to work with awesome perks, such as an on-campus gym } { Cons. The culture is a bit odd, very cliquish and a lot of brown-nosing. }",0.78
"Optimize Locally, Work Globally.",{ Pros. Starbucks. This is five words. } { Cons. Local Optimization is rewarded. Local Optimizations + Short-term positions (1-3yrs / system always in flux) + Decisions by Consensus + Layers and Layers of management + Processes over Processes = Complexity and Minimized Traceability and Accountability for bad decsions. IT decisions are NEVER questioned. IT projects are NEVER held accountable in the same manner Core Business is. },0.54
Micromanaged/ Advice: Don’t speak up at meetings,"{ Pros. Pay, benefits, yearly bonus and at least cost of living raise every year, 9/80 schedule, 401k match, work/life balance ok if you don’t have an on-call position. } { Cons. Volatile Oil & Gas industry, micromanaged and ranked for your performance by mid level Mgmt who don’t even know how to do your job, if you work hard and are good at what you do you get the slackers’ work as well, have meetings to decide when the next meeting is, want you to hurt working relationships by doing an NLI on your co-worker every month or quarter. And favoritism all over the place. Mgmt will have drinks on the weekends with their pet employees. They say they want you to speak up and give an opinion at meetings, but the people that don’t get laid off every other year when they have massive layoffs during a ROM are the same people who don’t say one word at meetings... or that have drinks with Mgmt on the weekends. }",0.64
Well Site Manager,{ Pros. Excellent benefits and resources. Very team driven. Leadership is always making good decisions. } { Cons. Work life balance for field employees. },0.85
Awesome place to work with room to grow,"{ Pros. Chevron loves promoting from within, plenty on room to move around in the same company } { Cons. Must be promoted into salary }",0.84
not good,{ Pros. Pay is competitive & generous benefits } { Cons. Layoffs & no job security },0.45
Easy Job,"{ Pros. You get excellent experience in customer service and in handling cash. } { Cons. There are a lot of difficult people to put up with, especially homeless people. }",0.3
"Chill job, low pay","{ Pros. Work in a quiet area so very calm... mainly cleaning throughout most of the shift. The manager is very nice and approachable. Register is new so there are hardly technical issues and angry customers. } { Cons. Pay is still 12 the hour even though many places pay more. Literally under minimum. The company holds very high standards so they are picky about how everything is done and how well, (like cleanliness and exactly what to say to customers). Little things like this are cons but not terrible. }",0.77
Hard to impossible to move up,"{ Pros. I've enjoyed working here and am thankful that Chevron has paid for much of my training and education. Benefits are good and they have done a good job with progressive programs like M.A.R.C that has allowed for employees at all levels to have open, candid and supposedly ""safe"" conversations around bias thinking, non-inclusionary practices, and other adverse type of topics that have historically been swept under the carpet. It's a program that ideally will help with molding a better culture that will eliminate the ""good 'ol boy"" mentality in Oil & Gas industry. } { Cons. Current internal hiring process/career development programs are not as inclusionary as it could be, specifically within the IT world. Too many ""badly behaving"" managers are being promoted and allowed to continue to bully or mistreat their direct reports. If you're an admin and have a brain and want to get promoted, stay away from the IT groups here. }",0.98
"Work hard, get great benefits and pay","{ Pros. Very structured, and great benefits } { Cons. Aside from wonky customers sometimes everything was great. }",0.9
It was work,"{ Pros. Usually always good amount of hours, gun people to work with at my location } { Cons. Long hours, worked on all holidays no exceptions, no flexibility with scheduling, management at this location was minor greatest }",0.71
Not a fan,{ Pros. Never short on hours to give employees } { Cons. Terrible care for employees well being1 person found this review helpfulHelpfulShareRepor },0.3
Chevron review,{ Pros. Good pay good people good tips } { Cons. People are not the nicest },0.69
Great place to work,{ Pros. It was a phenomenal experience everyone was so helpful and kind. } { Cons. If any cons were noticed it nothing that you wouldn't see at another company. Its honestly a great place to work },0.94
Was okay,"{ Pros. Okay pay, decent hours, nice people } { Cons. No lunch breaks during graveyard shifts. Will terminat contract without notice if you have medical problems. }",-0.42
Good Company,{ Pros. Good company and fair to employees } { Cons. Nothing bad to say about Chevron },0.79
Management and scheduling needs fixing,"{ Pros. Good worker, schedule was simple } { Cons. Poor management, work holidays with no extra pay, favoritism among management and employees. }",0.3
World Class Leader,{ Pros. Great work/life balance Great benefits Very team oriented } { Cons. Huge company so processes are sometimes slow Pay could be better },0.94
Good Company with slow to change management,"{ Pros. Salary and Benefits on par with other oil and gas companies, good work like balance, lots of opportunities } { Cons. Management can be extremely slow to make any decisions. Extremely risk adverse. many times managers will defer decisions to higher levels of management that are clearly in their responsibility. }",0.71
World Class Company,{ Pros. Safety is the highest priority. } { Cons. Promotions can be slow. },0.42
