date;employee_title;employee_status;review_title;pros;cons
2018-10-15;Anonymous;Former Employee;Analyst;"The work environment was great. Everyone was helpful.
";"There were no cons, just work hard!
"
2015-10-27;Service Technician;Former Employee, more than 3 years;Service Technician;"Easy work,no management breathing down your throat,go at your own pace,co-workers were pretty ok for the most part,off on weekends and holidays,benefits.
";"Pay is ok but could be better if there was overtime.no advancement,pretty much stuck in one position unless you go to another department which is not easy.
"
2017-02-01;Anonymous;Current Employee, more than 10 years;Good place to work;"Good benefits, good people, good company
";"Still has mom and pop mindset, but that's changing.
Be the first to find this review helpful
Helpful
Share
Repor"
2017-06-26;Transportation Analyst;Current Employee, more than 1 year;Great company;"Awesome benefits, good people and supervisors.
";"Must pay for parking in downtown.
"
2018-02-27;Anonymous;Current Employee;Job Review;"Excellent challenge vs rewards and requirements to better yourself.
";"Murky policies and hesitancy to confront certain issues.
"
2018-06-14;Anonymous;Former Employee;My Job Experience;"Great internship experience overall and great people.
";"We were not able to work full time.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-07-27;Anonymous;Current Employee, more than 5 years;measurement tech;"big company lots of good employees
";"hard to advance career and move up
1 person found this review helpful
Helpful
Share
Repor"
2015-10-29;Anonymous;Current Employee;Title;"It has a small company feel
";"Grew to fast in the 2000's still catching up.
"
2015-10-28;Analyst;Current Employee;Great company;"Awesome company to work for! Always learning something new
";"Great company culture and great leadership.
"
2016-06-02;N/A;Current Employee;Field Administrative Assistant;"Great company to work for. Good ethics.
";"None that I can think of.
Be the first to find this review helpful
Helpful
Share
Repor"
2017-12-11;Anonymous;Current Employee;Crude Oil Truck Driver;"Home every night; great benefits; good management
";"Marginal maintenance program in some locations.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-04-02;Anonymous;Current Employee;Great company!;"Great company! Good opportunities for new employees!!
";"Maybe more formal review process would be beneficial!
Be the first to find this review helpful
Helpful
Share
Repor"
2018-09-16;Cost Coordinator;Current Employee, more than 1 year;Enterprise Products;"Great benefits. Good people. Great company.
";"Long wait time for things to get approved or completed.
Be the first to find this review helpful
Helpful
Share
Repor"
2015-08-17;N/A;Current Employee;Great Place to Work;"Fast moving company, great culture
";"Path to move up can change quickly
Be the first to find this review helpful
Helpful
Share
Repor"
2016-07-30;N/A;Current Employee;Accountant;"The pay and benefits are great!
";"I have nothing bad to say about the company.
Be the first to find this review helpful
Helpful
Share
Repor"
2014-09-04;N/A;Current Employee;Ok place to work;"better than some oilfield companies
";"commute is over 1 hr each way
Be the first to find this review helpful
Helpful
Share
Repor"
2015-05-07;N/A;Former Employee;Great working enviroment;"decent pay, great working enviroment
";"boring job, oil and gas industry is declining
Be the first to find this review helpful
Helpful
Share
Repor"
2016-03-26;I&E Technician;Current Employee, more than 8 years;Review;"Overall good job. Great Pay.
";"People in positions they are not experienced enough to hold.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-06-20;Anonymous;Current Employee;Great Company;"great culture and benefits. good pay
";"limited career progression in functional areas
Be the first to find this review helpful
Helpful
Share
Repor"
2015-06-08;N/A;Current Employee;Contracts Administration;"Ok I like it at Enterptise
";"It can be better, more work life
Be the first to find this review helpful
Helpful
Share
Repor"
2017-08-22;Anonymous;Current Employee, more than 3 years;Pipeline tech;"its good pay and benefits
";"no cons that come to mind
"
2018-09-10;N/A;Current Employee;Pipeline Controller;"Good company with good pay and benefits
";"Hard to move from Pipeline Control
Be the first to find this review helpful
Helpful
Share
Repor"
2016-09-07;N/A;Current Employee;..….....................;"The people are great to work with
";"Sick time could be better
Be the first to find this review helpful
Helpful
Share
Repor"
2017-09-06;Senior Corrosion Technician;Current Employee, more than 3 years;Enterprise Products;"Great Management Flexible Schedule Ongoing training provided
";"Location Poor communication and collaboration across departments
"
2016-02-01;Pipeline Operator;Former Employee, more than 10 years;See something say something;"Employees great to work with. Good pay and benefits
";"Area management and supervisors cannot be trusted. I was a operator for 20yrs. And was terminated for stopping a rehab crew for not following company policies.
"
2017-04-26;Anonymous;Current Employee, more than 10 years;Project Manager;"Exciting, fast paced work environment
";"Little focus on work/life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2019-01-27;Maintenance Planner;Current Employee;Great Company;"Good Benefits Easy to work with
";"Leadership is not experienced
Be the first to find this review helpful
Helpful
Share
Repor"
2017-05-06;Anonymous;Current Employee, more than 3 years;Mom and Pop Pipeline Shop;"Good benefits and flexible schedules.
";"Managers will go above and beyond to stunt your growth and mask their gross incompetence. The Mont Belvieu office operates like a family business **Nepotism**. Keep your career development goals to yourself...... your SHE-DEVIL boss may be offended.
"
2013-01-10;Software Architect;Current Employee, more than 3 years;Terrible place for IT professionals to work. Very immature but centralized IT environment where politics triumph merit.;"Decent benefits 401K match; subsidized parking/transportation.
";"Highly political and centralized envionment in IT. Managers have no clue about technology and are micro managers. No place to grow.
"
2017-01-15;Driver;Current Employee;HOUSTON PAY ATTENTION;"Steady, Great Co-Workers Could be so much BETTER !!!! Ok
";"Need Better Insurance (UNITED HEATHCARE) It is 200% BETTER, Coverage, Easier to Deal With. Better Equipment
"
2017-06-27;Staff Engineer;Former Employee, more than 5 years;Mont Belvieu Project Manager;"Working at Mont Belvieu kept you challenged and always moving. The number and variations of projects made it enjoyable to work. The vast amount of process equipment in the Mont Belvieu complex will expand your knowledge base.
";"What has made Enterprise successful is their ability to react to a market condition quickly. However that reaction normally required expedited projects. Many late nights and weekends.
"
2017-11-26;Anonymous;Former Employee;Unusual Modus Operandi;"Good benefits, nice work schedule, nice people
";"Enterprise doesn't tolerate people with disabilities very well. If such a person possesses top level skills and is a company favorite, they may keep their job; otherwise they will be transferred to one they can't physically handle in hopes they'll quit. Enterprise has the most illogical way of doing things. The bottom line is key. If you are happy in your job but they can find someone to do it cheaper, you're out.
"
2017-01-17;Senior Analyst;Former Employee, more than 8 years;Volume Analyst;"Not many when they lay you off at age 65 because you make too much money. I guess they don't believe that the longer you work at a company the more you will make.
";"They don't appreciate the work you do. They will lay you off afte ten years.
"
2018-07-08;Anonymous;Current Employee;typical midstream;"insurance is very good, they provide transportation to facilities.
";"pay is below market, weak management, very intimidated supervision. Afraid to speak up. no pension, cheap match on 401K
"
2016-09-10;Pipeline Operator;Current Employee;DISSAPOINTING!;"You get paid the industry average for the job you do, benefits same as peer companies, field workers good that's it.
";"Where do I start? Bad supervisors, bad managers, bad directors, cronyism rampant, nepotism exists throughout, advancement only if your kin to another person in management, harassment of good workers while some do nothing at all and get praised.
"
2016-10-31;Anonymous;Former Employee;Strange Corporate Modus Operandi;"Not many can say they were happy and content at a job for nearly 20 years. I'm grateful for that.
";"Once this company ceased being privately owned it took on Corporate Mentality. Happiness and contentment is now irrelevant.
"
2017-01-19;Operator;Former Employee, more than 10 years;Watch yourself;"Good pay and benefits. Good area to work.
";"As with most places, watch your back and don't try to improve anything. That will get you run off.
"
2013-12-28;Gas Marketing Representative;Former Employee, more than 8 years;Great asset company, founded on assets and services, no frills;"Midstream Energy Services Leader Great place to learn about a merchant player in an industry segment once dominated by nat gas producers Laid back culture, very informal work environment
";"Salary growth rate not very aggressive
"
2015-11-24;N/A;Former Employee;driver crude oil;"The money and benefits are very good. The work is boring and thankless.
";"The supervisors are all brainless hicks. They hate there jobs and take it out on the drivers. Company does not foster teamwork and they do not promote or allow drivers to transfer.
"
2013-11-21;Anonymous;Current Employee, more than 1 year;Boys club, it is really about who you know and not what you know. Although, they do notice hard workers.;"Half Fridays, allot of promotions and the ability to move up fast.
";"Pay is not competetive. Boys club.
"
2016-09-01;Scheduler;Current Employee;Distribution groups at Enterprise;"Stable company. Good financial outlook. Will weather the oil pricing downturn just fine.
";"Constant micro-managing. If you aren't in ""chosen"" group, you don't matter and likely never will. Extreme nepotism.
"
2016-09-15;Lead Accountant;Current Employee;Good Pay & Secure;"EPD is doing well given the energy climate. Lots of key assets and remains profitable. I believe pay is competitive with good benefits.
";"The work can become stagnate, boring, and unchallenging - at least in the accounting area.
"
2015-04-28;Deckhand;Current Employee, less than 1 year;good job;"Co workersTravel payTravel pay,travel pay,Benefits
";"No raisesDeckhands wages are frozen
"
2015-10-08;N/A;Former Employee, more than 10 years;Deceitful -- watch your back.;"It was great years ago. But it quickly went downhill over the last 7 years.
";"If you are a supervisor, you can get a pass on everything. If you are not a supervisor or above and you're not at fault or your management doesn't listen to you, rest assured it will still be your fault.
"
2013-01-17;Anonymous;Former Employee;Mixed experience;"salary and other financial compensation, really nice people
";"health insurance plans, PTO, lack of flexibility with work schedule, no telecommuting
"
2016-01-30;Driver;Current Employee;Why;"Benefits are fair as far as insurance and time off
";"Makes changes that hurts employees
"
2018-05-15;Anonymous;Current Employee;Supervisor;"Work along side many intelligent people and have access to upper management.
";"Ran as a thin company and requires a large commitment after normal business hours for low pay.
"
2017-02-27;Anonymous;Current Employee;Aggressive company;"Want to get projects done quickly and you have the freedom to figure out why
";"Little to no assistance without hiring outside project help
"
2017-04-19;Anonymous;Former Employee, more than 10 years;Approach with caution!;"The hush money is pretty good.
";"Management has very poor ethical behavior. If you demonstrate general decency and moral fiber you probably won't get promoted.
"
2017-10-31;N/A;Former Employee, more than 3 years;Company used to be for the drivers but new management has taken that away...;"Benefits ,uniforms, boots , big company
";"They don’t appreciate drivers!! No motivation by terminal manager ,dispatch big issues
"
2015-03-02;N/A;Current Employee;Risk Analyst;"Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's
";"inexperienced management that lack proper knowledge and communication skills lots of nepotism - almost every individual is hired based on whom they know in senior management
"
2015-03-10;N/A;Current Employee;A struggle to advance.;"Great benefits and pay for the work load.
";"High degree of nepotism. Knowing someone influential is more important than achieving.
"
2018-04-04;IT Applications Programmer;Current Employee, more than 3 years;IT System Programmer;"Good benefits and bonus. Stable job
";"Not enough time off, no comp time, too much red tape.
"
2014-03-11;Pipeline Operator;Current Employee, more than 10 years;Horrible, Just horrible!;"pay competitve, benefits competitive, other hourly employees nice.
";"The hourly people who do ALL the work are treated like numbers, Too many layers of management, supervisors chosen strictly by the buddy, suckup system. Hourly employees treated unfairly managers allowed to yell at you, threaten you, and punish you with no recourse to take.
"
2015-10-08;N/A;Former Employee;OK place to work;"Employees work hard and get reasonably compensated.
";"Poor work ethic by some who have been there far too long and get overly compensated.
"
2016-02-11;Lead Accountant;Current Employee, more than 3 years;Stagnant Company;"Challenging work, half day Fridays, parking assistance, nice building
";"Office culture is very much old school. They do not embrace new ideas. They allow inner office dating that creates drama.
"
2015-01-12;Senior Risk Analyst;Current Employee;Great place to learn the basics not and move on;"Half day Friday's Subsidized bus pass
";"Below market compensation Long work hours before Friday Clueless micro-managers with no real depth or knowledge to excel performance and morale Poor communication from across all management levels Extreme office politics and nepotism Many under qualified employees in roles of management
"
2013-01-08;Senior Accountant;Former Employee, more than 5 years;Good potentials but need improvements;"Growing. Many opportunities. Good benefits.
";"Growing too fast. Employees seem lost & need more motivations
"
2014-12-28;Anonymous;Former Employee;Left for better opportunities;"Great insurance and benefits. Work Schedule
";"Lack of training and investment in employees. Pay structure is extremely flawed.
"
2018-08-20;Commercial Analyst;Current Employee;High stress. Lots of pressure. Fast paced. Always changing.;"Good salary. Good benefits. Great experience in oil and gas.
";"Small office. Difficult work. Long hours.
2 people found this review helpful
Helpful
Share
Repor"
2015-06-18;Senior Environmental Engineer;Former Employee, more than 1 year;Senior Environmental Engineer;"Great place, never dull. Provides a challenge. Great people. Great fulfillment of accomplishment
";"Politics are really quite deadly.
"
2015-06-30;N/A;Current Employee;Need management with crude oil experience;"Great pay and great benefits
";"Not the best upper management and OT is set at 55 hrs per week not 40
"
2017-06-13;GIS Analyst;Former Employee, more than 1 year;Terrible Middle Management;"Good pay and work life balance
";"No leadership from Middle Management
"
2013-10-25;Accountant;Current Employee;Old fasion and not willing to change;"Stable, good benefits and salaries
";"Room for growth in the company is limited
2 people found this review helpful
Helpful
Share
Repor"
2015-06-02;N/A;Former Employee;good pay;"good pay for the work being done
";"no wage increases. need more employee reviews for raises.
"
2013-05-21;N/A;Current Employee;Mechanic;"Stay busy with broken equipment issues
";"Treated poorly and no bonus
"
2017-07-15;Senior Commercial Manager;Former Employee, more than 8 years;Commercial Account Mangager;"Very good opportunities for advancement
";"Low job security; decisions throughout the company to promote and fire are made by one person only.
"
2016-08-01;N/A;Former Employee;Heading in the wrong direction;"Easy Money Camaraderie with employees good benefits
";"Management only has book experience Marketing drives the company...whatever makes the most money regardless of safety or common sense safety takes a backseat...almost like a joke from time to time
"
2016-09-07;Clerical Assistant;Former Employee;Just an odd place;"Decent benefits, pay was just ok
";"strange clicky high school setting, difficult to figure out
3 people found this review helpful
Helpful
Share
Repor"
2016-02-25;N/A;Current Employee;Okay;"Company offers great Benefits, insurance, 401K
";"Lousy Corporate Culture, no bonuses
"
2016-04-06;N/A;Current Employee, more than 1 year;Financial Analyst;"Good assets and well positioned for success
";"No real push for talent development and long term growth
2 people found this review helpful
Helpful
Share
Repor"
2016-05-03;Anonymous;Former Employee;Dispatcher;"Great benefits, great pay and pto.
";"very micromanaged, not a lot of employee appreciation or consideration. Very corporate.
"
2013-09-28;Anonymous;Former Employee;Bad;"To gain experience for next job.
";"They don't value talent or experience.
4 people found this review helpful
Helpful
Share
Repor"
2015-06-21;N/A;Current Employee;Good starter job;Promotes people from within. ;"rvative decision making. Industry leading midstream company.
Cons
Marginal pay. Below average benefits.
"
2016-11-05;N/A;Former Employee;Intern Review;"Engineering Rotational Development Program is excellent
";"Not enough opportunities for disciplines outside of mechanical and chemical
"
2017-03-19;N/A;Former Employee;It is fast paced. Never dull. They discriminate the ones with no degree. If you don't have one you will never move up.;"Their benefits are good. That's about the only upside to working at Enterprise.
";"Work work work without the pay to show for it.
"
2018-06-17;Anonymous;Current Employee, more than 5 years;Unethical company to work for the HR department has never been there for the employee when needed;"There are no pros working for this company
";"HR is absolutely useless when employees need assistance
"
2014-09-05;Pipeline Controller;Current Employee, more than 10 years;No longer a good place to work;"CEO very good at leading company to profits.
";"Low pay, no change to advance
"
2015-06-26;Pipeline Operator;Current Employee;Seems to be getting ready for downsizing;"Pay, benefits, nothing else, oh wait maybe, nah never mind!
";"People in management, supervisors, office people
"
2017-10-05;Anonymous;Current Employee;Senior Analyst;"There are no Pros to write
";"Do not ever work here
"
2016-08-05;Anonymous;Current Employee, more than 1 year;I&he technician;"Good days off, good work hours
";"Not good management, not good communication
Be the first to find this review helpful
Helpful
Share
Repor"
2018-01-15;Anonymous;Former Employee;Measurement;"Good pay and benefits pention
";"None really it was a ok place
Be the first to find this review helpful
Helpful
Share
Repor"
2018-05-23;Anonymous;Former Employee, more than 5 years;Commercial;"Benefits and bonus are competitive
";"Leadership, company culture, and nepotism
Be the first to find this review helpful
Helpful
Share
Repor"
2021-10-07;Pipeline Operations;Current Employee, more than 1 year;Awesome company to work for;"Great company with awesome 401K and benefits
";"No issues as long as you don't take short cuts
"
2021-07-11;Product Manager;Current Employee;It is good company.;"It is good and facilitates good working culture to employee.
";"It still needs improvement in some sector.
"
2021-03-29;Student;Current Employee;aaa;"people, pay, hours, time, conditions
";"none, all good people and culture
Be the first to find this review helpful
Helpful
Share
Repor"
2011-07-26;N/A;Current Employee;Average workplace, not excelent, but not terrible;"Small company that is growing, so there is lot of movement and lots of jobs.
";"Vacation is limited. It is difficult to get more vacation unless you are with the company for a very long time. Past experience does not help much to get more vacation. Also, there is no time off with out pay.
"
2012-09-18;Anonymous;Current Employee, more than 8 years;Hourly employees not treated well at all;"Pay, Some benefits are comparable to other companies but insurance cost employees way to much for this size of company.
";"No advancement opportunities, Management has a US versus them attitude toward hourly workers, Managers yell at their employees, promotion works off of the buddy system almost 100% of the time. Supervisors often don't have a clue in everyday work activities.
"
2012-10-12;Process Operator;Current Employee, more than 8 years;Good Pay but Management impossible to deal with!;"Pay is competitive with other companies
";"In the past 5 years this company has created and put in place so many levels of management that it works just like the inept government that we have and that is to say it doesn't work at all
"
2010-11-02;N/A;Current Employee;job;"the compensation and benefits are good
";"communication with management is not good. things might seem very good in the beginning and all of the sudden turn to the opposite direction
"
