date;employee_title;employee_status;review_title;pros;cons
2021-07-26;Supply Chain;Current Employee;Results Driven;"Sharp coworkers that accept change well. Lots of opportunity to switch job areas or functions
";"Still a very large company the you can feel like a number. Structure is very matrixed which makes it hard to find the correct contact
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-08;Manager;Current Employee, more than 8 years;Great Place;"Very helpful for people that are just starting a new job
";"Not much vacation time, would prefer at least 4 weeks
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-18;Assembly Line Worker;Current Employee;Ehhh;"Good health insurance, amd flexable
";"Really awful about union reps being rude
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;Senior Product Manager;Former Employee, more than 1 year;Great company!;"Excellent environment to learn effective leadership and decision making skills
";"Corporate organizational uncertainty remains a concern
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-16;Anonymous;Former Employee;Who you know;"Lack of responsibility, low oversight
";"Benefits, pay raises, and culture
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-29;MPE Materials Engineering Specialist;Current Employee, more than 1 year;Great place to work;"Good benefits, great stress free work environment, flexibility, supporting team members.
";"I don't have any cons for working here. My team is amazing. I love what I do here.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-25;Senior Project Manager;Current Employee, more than 10 years;"Great colleagues; shrinking company";"Coworkers are experienced, often experts in their fields
";"Company has not invested in new products for 2-3 year and the result is a smaller company. Transition to renewables is hurting long cycle gas turbine industry.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-12;Finance Manager;Current Employee;Great;"Great place to work all around
";"No cons. I enjoy working here
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-05;Lead Operations Leader;Current Employee;Customer Support;"Career growth and experiences, traveling to remote location and local.
";"Career stagnate and limited experiences, traveling to remote location and local.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-23;Communications Manager;Former Employee, more than 8 years;a tense place to work with rewards;"major conglomerate operating all over the world
";"still a corporation where the bottom line and making cash for shareholders is paramount
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-10;Software Engineer;Current Employee, more than 3 years;Great;"Nice people and fun atmosphere.
";"Career growth is confusing because of size
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-04;Senior Category Manager;Current Employee, more than 10 years;Great company, needs more flexibility;"Unlimited vacation Fair compensation Values hard work
";"Old school hence bit slow Not so innovative Too vertical and much bureaucracy
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-07;Anonymous;Former Employee, more than 5 years;Dogwater;"Medical Benefits were pretty decent
";"Honestly not enough words can describe this toxic work environment. This company will let you go and then hire new engineers when you start making to much money or will keep you in a continuous loop of contractors and switch you from job to job to make sure your never fully hired by the company.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-09;Senior Engineer;Former Employee, more than 10 years;Too focused on quarterly revenue;"Borderline academic environment, very bright people, technology focused. Great opportunities for growth.
";"Can't see the forest through the trees... too focused on short term high margin quarterly income to invest in long term possible lower margin but higher quantity, more sustainable income. Business decisions based on metric reports rather than actual thoughtful reasoning.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-08-11;Techincial Support;Current Employee;GE work culture;"Good Ethical values at GE
";"frequent organizational changes at GE
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-28;Warehouse Worker;Former Employee, more than 1 year;Great;"Easy busy work with lots of very very nice overtime.
";"Long overtime for long periods of time can have negatives effects on the family life.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-11;Senior Engineer;Former Employee, more than 8 years;Top heavy;"Innovative and start different initiatives
";"Don't finish much, short attention, too many wasted executives
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-09-14;Software Engineer;Former Employee;GE;"Big company with lots of opportunities.
";"The company is not very stable given its size.
Be the first to find this review helpful
Helpful
Share
Repor"
