Company;review_title;pros;cons;text;score_pros;score_cons;score_combined;insurance
GeneralElectric;Benefits are good, pay is decent, corporate can be bad;Challenging technical work, solid 401k and unlimited PTO, engineers with 20+ years of experience;Raises are small and often canceled, can be difficult to advance within engineeringtGE ResponseSocial Media ConsultantThanks for the recommendation;pro challenging technical work solid k unlimited pto engineer year experience con raise small often canceled difficult advance within engineeringtge responsesocial medium consultantthanks recommendation;0.3;-0.36;-0.08;0
GeneralElectric;Engineering Project Manager with GE;GE is really great about making resources (tools, software, supplies) available to their employees.;There are hiring and layoff cycles, so it's important to position yourself as a critical asset.tGE ResponseSocial Media ConsultantThank you for taking the time to share your feedback;pro ge really great making resource tool software supply available employee con hiring layoff cycle important position critical asset tge responsesocial medium consultantthank taking time share feedback;0.66;0.24;0.82;0
GeneralElectric;Finance manager at GE;Breadth of opportunities e.g. lots of different business units;Long hours, struggling company and lots of office politics at the leadership leveltGE ResponseSocial Media ConsultantSorry to hear you don't recommend GE but thanks for sharing your feedback;pro breadth opportunity e g lot different business unit con long hour struggling company lot office politics leadership leveltge responsesocial medium consultantsorry hear recommend ge thanks sharing feedback;0.38;0.73;0.8;0
GeneralElectric;Big company with no synergy between strategies;Great place to make acquaintances and learn;Leadership is not organized and does not know the current technological direction. Still revolves on 20+ years old knowledge for daily work.tGE ResponseSocial Media ConsultantThanks for taking the time to share your feedback;pro great place make acquaintance learn con leadership organized know current technological direction still revolves year old knowledge daily work tge responsesocial medium consultantthanks taking time share feedback;0.62;0.3;0.74;0
GeneralElectric;Good company need leadership;Pay, benefits and work life balance;Need leadership to move out of the mess of a conglomerate, they need to spin off healthy company and let go which will not survivetGE ResponseSocial Media ConsultantAppreciate the recommendation, thank you;pro pay benefit work life balance con need leadership move mess conglomerate need spin healthy company let go survivetge responsesocial medium consultantappreciate recommendation thank;0.3;0.4;0.65;0
GeneralElectric;DTLP;Great development program, good technical and financial investment on candidates;Big company, hard to get visibility at times.tGE ResponseSocial Media ConsultantThanks for sharing;pro great development program good technical financial investment candidate con big company hard get visibility time tge responsesocial medium consultantthanks sharing;0.79;0.34;0.86;0
GeneralElectric;Lots of work and progress;Learnt from senior members and constant growth.;Paid for parking, designs and requirements were vague or missing.tGE ResponseSocial Media ConsultantThanks for the recommendation;pro learnt senior member constant growth con paid parking design requirement vague missing tge responsesocial medium consultantthanks recommendation;0.38;-0.1;0.0;0
GeneralElectric;Good perks;Good environment , good wrk development;Work life balance ,less salarytGE ResponseSocial Media ConsultantSorry to hear this but thanks for sharing;pro good environment good wrk development con work life balance le salarytge responsesocial medium consultantsorry hear thanks sharing;0.7;0.82;0.89;0
GeneralElectric;Learning and Development;Great co-workers and you feel like you are contributing;GE has its issues right now but they will recover;pro great co worker feel like contributing con ge issue right recover;0.77;0.0;0.77;0
GeneralElectric;Great People to work with;People are great to work with and open vacation time;Company under pressure to make more money and fix debttGE ResponseSocial Media ConsultantThanks for sharing;pro people great work open vacation time con company pressure make money fix debttge responsesocial medium consultantthanks sharing;0.62;0.15;0.69;0
GeneralElectric;Good place to learn;Exciting problems to solve, decent compensation, progressive culture.;Tough times the last few years, lots of turnover.;pro exciting problem solve decent compensation progressive culture con tough time last year lot turnover;0.32;-0.13;0.2;0
GeneralElectric;Good place to work;Work life balance Nice co workers Good leadership;Uncertainty about job with recent lay-offs;pro work life balance nice co worker good leadership con uncertainty job recent lay offs;0.69;-0.34;0.51;0
GeneralElectric;Lab work;Honesty I loved working in a lab. It was physically though at times but I liked that too.;Management was hit and miss.;pro honesty loved working lab physically though time liked con management hit miss;0.8;-0.15;0.85;0
GeneralElectric;Great place;Pay is great benefits good;None great place to work;pro pay great benefit good con none great place work;0.85;-0.51;0.74;0
GeneralElectric;Good place to work;Large company with a variety of different roles and very talented employees.;It can be easy to get lost in a large company without a high-level sponsor/advocate.;pro large company variety different role talented employee con easy get lost large company without high level sponsor advocate;0.56;0.15;0.6;0
GeneralElectric;GE;Many different career advancement opportunities.;Most unengaged HR team ever unless you are an executive or above.;pro many different career advancement opportunity con unengaged hr team ever unless executive;0.38;0.0;0.42;0
GeneralElectric;Great;Work is challenging and rewarding.;None that I can think of.;pro work challenging rewarding con none think;0.61;0.0;0.61;0
GeneralElectric;Good job;Benefits and good pay 401k and health coverage;Laid off from lack of work.;pro benefit good pay k health coverage con laid lack work;0.62;-0.32;0.49;0
GeneralElectric;Great place to work with talented people;Challenging work, management spends time getting to know employees. Great professional development.;Lots of change in the past two years;pro challenging work management spends time getting know employee great professional development con lot change past two year;0.69;0.0;0.69;0
GeneralElectric;would not make a career out of it;pay is good, looks good on resume;large company, little guidance for internstGE ResponseSocial Media ConsultantSorry to hear this but appreciate your feedback;pro pay good look good resume con large company little guidance internstge responsesocial medium consultantsorry hear appreciate feedback;0.66;0.55;0.8;0
GeneralElectric;Big company, old ways;Easy worklife balance and steady work;Old style way of thinking. Struggles with technology and change;pro easy worklife balance steady work con old style way thinking struggle technology change;0.44;-0.36;0.15;0
GeneralElectric;Extensive Experience in Manufacturing, Sales, Engineering and Customer Service leadership;Great blend of technical and general customer satisfaction requirements.;Lack of interest in data/telecommunication industry opportunities.;pro great blend technical general customer satisfaction requirement con lack interest data telecommunication industry opportunity;0.79;0.51;0.89;0
GeneralElectric;smart employees, lost management;Brilliant IT engineers. IT staff think out side of the box.;the management have lost the direction. the company has been struggling to survive. Not sure if the company will survive.;pro brilliant engineer staff think side box con management lost direction company struggling survive sure company survive;0.59;-0.72;0.25;0
GeneralElectric;Great experience;Good managers and other coworkerz;Pay could be a little better;pro good manager coworkerz con pay could little better;0.44;0.3;0.63;0
GeneralElectric;Gigantic company, experience will vary;Lots of potential for moving around...if you're really good.;Massive corporate bureaucracy, constant business upheaval.;pro lot potential moving around really good con massive corporate bureaucracy constant business upheaval;0.49;0.0;0.49;0
GeneralElectric;Going downhill;Great people, interesting work, global reach;Too many management layers, lots of politics, old way of doing things;pro great people interesting work global reach con many management layer lot politics old way thing;0.78;0.0;0.78;0
GeneralElectric;Overall Great Place to Work;*Excellent culture *Good pay and benefits;*Work life balance can be an issue during month end closes;pro excellent culture good pay benefit con work life balance issue month end close;0.83;0.0;0.85;0
GeneralElectric;Good Company - Highly Ethical;This company had an incredibly robust compliance program. It makes employees very comfortable to work in an ethical environment. Also very big on community service and volunteerism. You don't hear much about these two attributes but really make GE a nice place to work. Sure there is hard work and even some office politics ( although not as much as I have seen in other companies) but working in an ethical place that values employee involvement to help others is really a nice environment.;This is not the place for people who don't want to give 100% to the job. Internal competitiveness is strong. You can't hide or coast.;pro company incredibly robust compliance program make employee comfortable work ethical environment also big community service volunteerism hear much two attribute really make ge nice place work sure hard work even office politics although much seen company working ethical place value employee involvement help others really nice environment con place people want give job internal competitiveness strong hide coast;0.98;0.56;0.98;0
Aramco;Great company and wide reaching knowledge;Intellectually stimulating, organized, wide reaching and diversified.;Somewhat suppressive , limited in personal development and lifestyle choices;pro intellectually stimulating organized wide reaching diversified con somewhat suppressive limited personal development lifestyle choice;0.73;-0.16;0.67;0
Aramco;Hard to Live Here if You're From the West;Great salary and benefits and communities to live in.;The company isn't so bad but benefits are slowly being eroded away. Living in Saudi is the biggest challenge if you're from the west especially post-covid with health passports.;pro great salary benefit community live con company bad benefit slowly eroded away living saudi biggest challenge west especially post covid health passport;0.77;0.76;0.78;0
Aramco;Oils and Gas;Excellent , outstanding a perfect company to work for;None . All is good;pro excellent outstanding perfect company work con none good;0.91;0.44;0.87;0
Aramco;Excellent opportunity;Saudi Aramco is by far an excellent employer. It's given me an international opportunity, that only can be obtain here. It is definitly a multinational employer company, open to all.;Only downside as any international company, it is far from family.;pro saudi aramco far excellent employer given international opportunity obtain definitly multinational employer company open con downside international company far family;0.76;-0.25;0.67;0
Aramco;Aramco Inspection Engineer;Great pay and incentives and retirement.;Living in foreign country with restrictions;pro great pay incentive retirement con living foreign country restriction;0.72;0.0;0.62;0
Aramco;Excellent place t work;Stability, work life balance, research;Slow processes, can be sometimes impeding politics at work;pro stability work life balance research con slow process sometimes impeding politics work;0.0;0.0;0.0;0
Aramco;Don’t. Just don’t.;Money money money money money;Having to go to the office every day.;pro money money money money money con go office every day;0.0;0.0;0.0;0
Aramco;Troubled Company;High start pay but small raises afterwards.;Chaotic and poorly educated management.1 person found this review helpfulHelpfulShareRepor;pro high start pay small raise afterwards con chaotic poorly educated management person found review helpfulhelpfulsharerepor;-0.05;-0.49;-0.56;0
Aramco;Aramco;Decent pay with overtime and bonus.;Living in foreign country and hot.;pro decent pay overtime bonus con living foreign country hot;0.48;0.0;0.48;0
Aramco;Look elsewhere...;Above average salary and benefits...;Constant layoffs - rehiring over the last 4-5 years...;pro average salary benefit con constant layoff rehiring last year;0.38;0.0;0.46;0
Aramco;HR;Great benefits, medical and vacation days;Difficult to keep skills up to date with latest in the market;pro great benefit medical vacation day con difficult keep skill date latest market;0.77;-0.36;0.68;0
Aramco;Industrial Skills Trainer;Good benefits and time off;Politics, end of year reviews.;pro good benefit time con politics end year review;0.67;0.0;0.71;0
Aramco;Good;Great salary range bob naji;Very long hours work nahi probably;pro great salary range bob naji con long hour work nahi probably;0.62;0.0;0.62;0
Aramco;;Good environment and convenient location;Need to Work on development Plans for individuals;pro good environment convenient location con need work development plan individual;0.44;0.0;0.44;0
Aramco;Good, Ok;Great benefits and every other Friday off, vacation time is robust;Really early schedule, a lot of red tape for everything.;pro great benefit every friday vacation time robust con really early schedule lot red tape everything;0.84;0.0;0.86;0
Aramco;Good;Very good work culture is there;Nothing really to say about anything;pro good work culture con nothing really say anything;0.49;0.0;0.44;0
Aramco;Company Works Like A Brand For Aplication Review;Lots of talent, both new and old. Lots of different mods projects. Teams are taken care of well. Good new office space right in downtown near everything.;Sometimes projects can get really busy.;pro lot talent new old lot different mod project team taken care well good new office space right downtown near everything con sometimes project get really busy;0.88;0.0;0.88;0
Aramco;Part Time employee;Diverse culture and travel opportunities;Cultural differences and being away from home.;pro diverse culture travel opportunity con cultural difference away home;0.38;0.0;0.42;0
Aramco;Good company;Good company to work for;heat, humidity, sand, sun, language,;pro good company work con heat humidity sand sun language;0.44;0.0;0.44;0
Aramco;Layoffs;I can't think of any.;bad location. Hundreds of America n s laid off in the 80s.;pro think con bad location hundred america n laid;0.0;-0.54;-0.54;0
Aramco;Not a great environment.;If you do not like the management, stick around it will change.;constant turnover, 10 General managers in 6.5 years;pro like management stick around change con constant turnover general manager year;-0.28;0.0;0.36;0
Aramco;Good benefits, bad politics;Job security and unmatched job benefits;Company politics and unnecessary standards1 person found this review helpfulHelpfulShareRepor;pro job security unmatched job benefit con company politics unnecessary standard person found review helpfulhelpfulsharerepor;0.57;0.0;0.62;0
Aramco;Good;High pay and. Good environment to work;I have no idea really;pro high pay good environment work con idea really;0.36;-0.3;0.36;0
Aramco;Best company in the world;Great balance work and family wonderful atmosphere and professional the best job with the best company in the world Compensation and benefits are like no other company in the world;None what so ever;pro great balance work family wonderful atmosphere professional best job best company world compensation benefit like company world con none ever;0.96;0.0;0.97;0
Aramco;Work place;Good workplace and environment;No chance of career growth for expats;pro good workplace environment con chance career growth expat;0.44;0.22;0.76;0
Aramco;Technician at Saudi Aramco;Good Benefits for expats but not for the Saudis;different jobs have the same pay. Like in the military, it's based on your grade code.;pro good benefit expat saudi con different job pay like military based grade code;0.41;0.27;0.79;0
Aramco;Good job and nice career path;"Advanced degree program; work-life balance";You cannot get what you want in terms of development;pro advanced degree program work life balance con cannot get want term development;0.25;0.08;0.2;0
Aramco;Educator;Interesting place to live and work.;Working with Saudis is extremely challenging.;pro interesting place live work con working saudi extremely challenging;0.4;0.22;0.56;0
Aramco;oil and gas maintenance technician;Good salary great health insurance good benefits;the difficult work environment and shifts;pro good salary great health insurance good benefit con difficult work environment shift;0.91;-0.36;0.89;0
Aramco;Working at Aramco;Excellent pay, benefits, vacation time, my team was very engaging and welcoming. Great management. Great work life balance and adventure.;Limited promotion opportunities. Bureaucracy. Risk-averse culture;pro excellent pay benefit vacation time team engaging welcoming great management great work life balance adventure con limited promotion opportunity bureaucracy risk averse culture;0.97;0.18;0.97;0
Aramco;College Program Trainee;Great Staff Great Labs The program is really exceptional because of the opportunity it gives you for your futre;No privacy when it comes to student performance. Instructors can be rude A lot of work to do to keep up with everything;pro great staff great lab program really exceptional opportunity give futre con privacy come student performance instructor rude lot work keep everything;0.9;-0.64;0.86;0
Aramco;Overall;good salary, nice atmosphere;There is no development unless you have connections3 people found this review helpfulHelpfulShareRepor;pro good salary nice atmosphere con development unless connection people found review helpfulhelpfulsharerepor;0.69;-0.3;0.69;0
Aramco;Don’t work for Aramco;The benefits are great;As an ex pat there, you’re basically a well-paid slave. Expect no advancement. Expect the Saudi’s to take the credit. Expect them to lie. Expect the company to lie to you about money, compensation, where you all live, yearly performance reviews, etc.;pro benefit great con ex pat basically well paid slave expect advancement expect saudi take credit expect lie expect company lie money compensation live yearly performance review etc;0.77;0.1;0.9;0
Aramco;---;good company and great opportunity;no thing all good i recommend the company for all;pro good company great opportunity con thing good recommend company;0.87;0.49;0.93;0
Aramco;Pilot;Great work environment and new planes;Low salary and a lot of work;pro great work environment new plane con low salary lot work;0.62;-0.27;0.46;0
Aramco;Anonymous;Excellent pay, benefits, vacation time, my team was very engaging and welcoming. Great management. Great work life balance and adventure.;Heard experiences can depend a lot on what department you are a part of;pro excellent pay benefit vacation time team engaging welcoming great management great work life balance adventure con heard experience depend lot department part;0.97;0.0;0.97;0
Aramco;Working at Aramco;Organized workplace, good place for job security and retirement.;Unproductive work environment, punctuality is the most important factor in the company, not productivity. Many old mentalities are basically running the company and would not retire.;pro organized workplace good place job security retirement con unproductive work environment punctuality important factor company productivity many old mentality basically running company would retire;0.65;0.27;0.73;0
Aramco;analyst;It's a great company to work for;A lot of lazy expats1 person found this review helpfulHelpfulShareRepor;pro great company work con lot lazy expat person found review helpfulhelpfulsharerepor;0.62;-0.36;0.38;0
Aramco;Fabulous Company!;Excellent work environment and wonderful people.;No cons at this company.;pro excellent work environment wonderful people con con company;0.81;-0.3;0.81;0
Aramco;Fair and square place to work in;Fair and square place to work in.;Considered to be the limit for Saudis.1 person found this review helpfulHelpfulShareRepor;pro fair square place work con considered limit saudi person found review helpfulhelpfulsharerepor;0.32;0.0;0.32;0
Aramco;Great Company;Great benefits , Great Company to work for;Management, don’t listen only take one that’s in charge word..does not their own research of a Problem;pro great benefit great company work con management listen take one charge word research problem;0.9;-0.4;0.86;0
Aramco;aircraft mechanic;good benefits and working hours .;culture and enviroment weather . also commute.1 person found this review helpfulHelpfulShareRepor;pro good benefit working hour con culture enviroment weather also commute person found review helpfulhelpfulsharerepor;0.67;0.0;0.71;0
Aramco;entry level chemical engineer;good pay, friendly work environment;Long work hours, working on weekends;pro good pay friendly work environment con long work hour working weekend;0.69;0.0;0.69;0
Aramco;community life;bonding for the expats is incredible;due to the IPO, they are letting the americans go1 person found this review helpfulHelpfulShareRepor;pro bonding expat incredible con due ipo letting american go person found review helpfulhelpfulsharerepor;0.0;0.0;0.0;0
Aramco;Good;Good compensation, benefits and paid vacation.;Poor work ethic and management;pro good compensation benefit paid vacation con poor work ethic management;0.67;-0.48;0.42;0
Aramco;Women in Aramco workforce;It is a nice place to work if you just want to occupy space and find a husband.;Women will never have the advancement opportunities that men are given because the men refuse to take orders from a woman. It does not matter whether you are a female expat or Saudi the men treat you as a servant. I was actually told by a man that my job was to make tea.;pro nice place work want occupy space find husband con woman never advancement opportunity men given men refuse take order woman matter whether female expat saudi men treat servant actually told man job make tea;0.48;0.46;0.33;0
Aramco;Engineer II;Family oriented, very organized, and friendly environment;Great company to work for1 person found this review helpfulHelpfulShareRepor;pro family oriented organized friendly environment con great company work person found review helpfulhelpfulsharerepor;0.54;0.62;0.81;0
Aramco;Great Pay, Tough to Grow;Lots of cool projects, pay is good, but for expats no room for growth;Takes getting used to live in Saudi Arabia;pro lot cool project pay good expat room growth con take getting used live saudi arabia;0.46;0.0;0.75;0
Aramco;Operations Engineer;New challenges always awaits employees, and a great place to improve skills and career.;Management always changes and so comes changes in goals and priorities.;pro new challenge always awaits employee great place improve skill career con management always change come change goal priority;0.82;0.0;0.82;0
Aramco;best company;Invest in developing the young talent.;All upstream operations are in one country.1 person found this review helpfulHelpfulShareRepor;pro invest developing young talent con upstream operation one country person found review helpfulhelpfulsharerepor;0.42;0.0;0.42;0
Aramco;10 years and counting;Highly focused on employee development. Massive organization;because its so big things take time to happen which can be frustrating at times;pro highly focused employee development massive organization con big thing take time happen frustrating time;0.44;-0.44;-0.0;0
Aramco;Review;Great company to have on your CV.;Sometimes people have the old management mentality. Promotion sometimes depends on how long have you been with the company;pro great company cv con sometimes people old management mentality promotion sometimes depends long company;0.62;0.0;0.62;0
Aramco;Geologist 3;Comfortable and great pay in contrast to the local market.;Extremely hierarchical and slow upward mobility.;pro comfortable great pay contrast local market con extremely hierarchical slow upward mobility;0.79;0.0;0.79;0
Aramco;Great Company;It's a great company for someone with a family. The pay is good and the hours are good, stress levels are generally low.;If you are looking for a dynamic company, with minimum bureaucracy, and to feel like you've changed something or accomplished something significant in a short time then this is not the place. Everything here takes a long time, but it's due to the size of the company and its history.;pro great company someone family pay good hour good stress level generally low con looking dynamic company minimum bureaucracy feel like changed something accomplished something significant short time place everything take long time due size company history;0.68;0.6;0.92;0
Aramco;ok;pay was ok. they payed for food and lodging , and the co-workers were nice to work with and had after work activities;The area was a war zone site was very close to Yemen;pro pay ok payed food lodging co worker nice work work activity con area war zone site close yemen;0.34;-0.6;-0.08;0
Aramco;Expat Employee;"I worked at Saudi Aramco from 2007-2013 and loved it. Employee satisfaction varies greatly by division - I consider the years I spent at Aramco to be among the best of my professional life. I had great supervisors and formed lasting connections with my colleagues. I was well-compensated and life on ""camp"" was great. I felt safe and protected by what many called ""Mother Aramco.""";Life in Saudi Arabia isn't for everyone. It can be draining. I have heard from friends who are still there that the community aspects have changed and that some changes in management have led to more wide-spread dissatisfaction. (Not based on first person knowledge, I left for different reasons.);pro worked saudi aramco loved employee satisfaction varies greatly division consider year spent aramco among best professional life great supervisor formed lasting connection colleague well compensated life camp great felt safe protected many called mother aramco con life saudi arabia everyone draining heard friend still community aspect changed change management led wide spread dissatisfaction based first person knowledge left different reason;0.98;-0.1;0.98;0
Aramco;analyst;good benefits and salary... vacations;no career development... very few career opportunities3 people found this review helpfulHelpfulShareRepor;pro good benefit salary vacation con career development career opportunity people found review helpfulhelpfulsharerepor;0.67;-0.3;0.83;0
Aramco;Chief Electrician;pays OK, most companies were stacking rigs and Aramco was still drilling during the time I worked there.;The company was very wasteful, probably 85% waste, and disorganized. The technical team men were almost all from either Pakistan or India, and they did not seem to respect anyone not from Pakistan or India.;pro pay ok company stacking rig aramco still drilling time worked con company wasteful probably waste disorganized technical team men almost either pakistan india seem respect anyone pakistan india;0.0;-0.76;-0.15;0
Aramco;Fire Protection Engineer (Intern);Great company with a lot of opportunities;A lot of divisions which can be confusing;pro great company lot opportunity con lot division confusing;0.77;-0.23;0.72;0
Aramco;Industrial Trainer;Compensation - financial. Head boss was a good leader and trusted the foreign staff to accomplish the job - minimal supervision. Single guys can save a lot of what they earn - nothing in the way of entertainment and relatively cheap prices for goods and services.;location, caught between under-achieving trainees and sometimes overly oppressive middle management. Not for married people or families - unless you are guaranteed a spot on the compound. Likewise, the quality of life on the compounds has been falling as well.;pro compensation financial head bos good leader trusted foreign staff accomplish job minimal supervision single guy save lot earn nothing way entertainment relatively cheap price good service con location caught achieving trainee sometimes overly oppressive middle management married people family unless guaranteed spot compound likewise quality life compound falling well;0.93;-0.3;0.89;0
Aramco;Aramco;Money, Vacation, Health insurance and Life style;No place for improvements Old school management;pro money vacation health insurance life style con place improvement old school management;0.0;0.03;0.46;0
Aramco;Overseas;Salary, Comany Housing, Schools for children;No real opportunity for advancement3 people found this review helpfulHelpfulShareRepor;pro salary comany housing school child con real opportunity advancement people found review helpfulhelpfulsharerepor;0.0;-0.55;0.42;0
Aramco;Great company;good work and very good;more good work and very good;pro good work good con good work good;0.73;0.75;0.89;0
Aramco;Drilling Supervisor;Good company to work for;Getting to big for the experience of the personel4 people found this review helpfulHelpfulShareRepor;pro good company work con getting big experience personel people found review helpfulhelpfulsharerepor;0.44;0.0;0.44;0
Aramco;All that glitters is not gold.;Compensation, travel, international co-workers, good leave policy;All tha glitters is not gold. The expat camp at Ras Tanura is in very bad condition and updates are not happening. Before you leap to take your position and leave your life in the US or elsewhere, make sure you are prepared for less than adequate accommodation and overall poor health care.;pro compensation travel international co worker good leave policy con tha glitter gold expat camp ra tanura bad condition update happening leap take position leave life u elsewhere make sure prepared le adequate accommodation overall poor health care;0.4;-0.02;0.49;0
Aramco;Great W/L Balance with lots of development opportunities;Great W/L Balance , Great Developments , Good environment , lots of data to work with ,;Salaries , evaluation system , Not a lot of conferences , not a lot of asset team work.;pro great w l balance great development good environment lot data work con salary evaluation system lot conference lot asset team work;0.9;0.36;0.95;0
Aramco;I am not staying for long...;The salary is ok, is a good thing not need to pay taxes and the vacations are enough to visit your home country.;Recruitment always try to offer to much and when you arrive you realize that not everything is as they promise, I was offered a house in the main camp (I have pictures in my email of my supposed camp house sent by recruitment) and I ended out of the main camp, so my family live now in a small area and if they want to move I need to take them to every place because the women are only allowed to drive inside the camp. Additionally they offered a position different to the one I am now working at, and now they are asking me to commute to a 6 hours location leaving my family behind in a place where they will not be able to move because they are not in the camp, the salary does not pay that.;pro salary ok good thing need pay tax vacation enough visit home country con recruitment always try offer much arrive realize everything promise offered house main camp picture email supposed camp house sent recruitment ended main camp family live small area want move need take every place woman allowed drive inside camp additionally offered position different one working asking commute hour location leaving family behind place able move camp salary pay;0.49;0.44;0.71;0
Aramco;Saudi Aramco..where you work happily;I was a contractor. Saudi Aramco is the best company in the world. No pressures, just daily work, good colleagues, family, nice vacations, and routines;being bored, not having a say;pro contractor saudi aramco best company world pressure daily work good colleague family nice vacation routine con bored say;0.9;-0.27;0.77;0
Aramco;Business system analyst III;Team work, learning new skills, engaging in lots of projects, learning a lot about leading teams ans projects;lots of unplanned assignments, complication with management, hidden rules, different pay roles and not fair to many people, they pay you depends on your nationality which is really weird;pro team work learning new skill engaging lot project learning lot leading team an project con lot unplanned assignment complication management hidden rule different pay role fair many people pay depends nationality really weird;0.34;-0.58;0.23;0
Aramco;senior planning analyst;great compensation package, excellent community facilities;one of the hottest places on earth1 person found this review helpfulHelpfulShareRepor;pro great compensation package excellent community facility con one hottest place earth person found review helpfulhelpfulsharerepor;0.83;0.0;0.83;0
Aramco;Field Metal Mechanic;They are impressive in improving the employees skills;The life is not going to be balanced between your work and actual life;pro impressive improving employee skill con life going balanced work actual life;0.73;0.0;0.73;0
Aramco;You stop learning after a few years.;Good salary, nice people, and work/life balance.;Not challenging, nepotism, and mediocre middle managers.;pro good salary nice people work life balance con challenging nepotism mediocre middle manager;0.69;-0.11;0.74;0
Aramco;Be careful what they offer you because that may change when you get there;Maybe salary is better not extraordinary compare to haedahips you will encounter;Almost everything they offered me job in one location and accordingly the housing but once I got there I found out my job is really middle of nowhere as well the housing. Too much favoriteism and politics;pro maybe salary better extraordinary compare haedahips encounter con almost everything offered job one location accordingly housing got found job really middle nowhere well housing much favoriteism politics;0.44;-0.3;0.21;0
Aramco;Management consultant and leader development;Great pay nada chance to travel;Very harsh climate. Slow to adapt to international business practices;pro great pay nada chance travel con harsh climate slow adapt international business practice;0.69;-0.49;0.42;0
Aramco;Satisfied;Good pay and Friendly environment;Job was part time due to the company bring out of the country;pro good pay friendly environment con job part time due company bring country;0.69;0.0;0.69;0
Aramco;Benefits at Aramco;One of the best in the industry. Their retirement package and salary package for US Citizens is excellent.;Prospects for growth is limited.;pro one best industry retirement package salary package u citizen excellent con prospect growth limited;0.84;0.44;0.9;0
Aramco;Perfect career move....;Job security...Top pay...friendly atmosphere. ..A solid renowned company.;There is none. Management is there to assist you taking all the cons out of the equation.;pro job security top pay friendly atmosphere solid renowned company con none management assist taking con equation;0.15;0.0;0.77;0
Aramco;Industrial Relations - ASC;On-site amenities (cafeteria, gym, clinic, workshops, etc.).;Egos and corrupt practices. Individuals in managerial roles with ineffective and often questionable leadership capabilities (with the exception of Technical/R&D roles). Non-existent on-boarding process. Lack of vision and communication between ASC and Saudi Aramco. Political/Hierarchal organization (refrain from addressing organizational gaps and contributing ideas).;pro site amenity cafeteria gym clinic workshop etc con ego corrupt practice individual managerial role ineffective often questionable leadership capability exception technical r role non existent boarding process lack vision communication asc saudi aramco political hierarchal organization refrain addressing organizational gap contributing idea;0.0;-0.46;-0.46;0
Aramco;I have a scholarship with Saudi Aramco;I reached to them after high school. They have a restricted program for scholarship mostly for Saudi Students. Now I study Petroleum Engineering at LSU (Louisiana State University). The program is excellent, they provide every thing from monthly salary ( more than $2000) which increase by 15% when you finish half your major. They also take care of the tuition and they provide book allowance each semester that is $ 1000. The pay a close attention to their student with a visit each semester and a private meeting with each student to check up on them. They give also rewards each semester for those who perform well that ranges from ( 500$ to 1000$) depending on their GPA. At the last summer of your study, they refer their student to some of the large companies in U.S to do an internship. For me I have been offered Baker Hughes,Schlumberger and Exxon and I did an interview with BH and got accepted last week;Some times it is not easy to get a response from your supervisor. They give me a hard time when i try to ask for some information or permission to drop or add other courses. Also, it is true they provide an insurance but it lacks dental coverage.;pro reached high school restricted program scholarship mostly saudi student study petroleum engineering lsu louisiana state university program excellent provide every thing monthly salary increase finish half major also take care tuition provide book allowance semester pay close attention student visit semester private meeting student check give also reward semester perform well range depending gpa last summer study refer student large company u internship offered baker hughes schlumberger exxon interview bh got accepted last week con time easy get response supervisor give hard time try ask information permission drop add course also true provide insurance lack dental coverage;0.92;-0.14;0.94;0
Aramco;Research Geophysicist at Exepc ARC Saudi Aramco, Houston Research Center;national company, steady, not a lot work, never laid off;poor salary to new empolyees, few staff and training class in Houston, or other place around the world.;pro national company steady lot work never laid con poor salary new empolyees staff training class houston place around world;0.0;-0.48;0.37;0
Aramco;Fulfilling technical, commercial, and operational requirements over most of 22 years in Saudi Arabia and the US.;I enjoyed working overseas and it was similar to my 13 years at Caltex (eight in Bahrain), but included one of the most magnificent desserts in the world. Also my family and I were always treated with consideration and rewards for work well done.;While praise and salary are appreciated, one must accept that they are developing a huge number of young, well educated people to a World-class level of project work, leaving expatriates in place to assist in the development of their young people. Also, much of the freedom an expatriate had always felt in years past is currently constrained due to the well known political difficulties the Middle-Eastern countries are facing.;pro enjoyed working overseas similar year caltex eight bahrain included one magnificent dessert world also family always treated consideration reward work well done con praise salary appreciated one must accept developing huge number young well educated people world class level project work leaving expatriate place assist development young people also much freedom expatriate always felt year past currently constrained due well known political difficulty middle eastern country facing;0.94;0.95;0.98;0
Aramco;Good place to start and learn.;Lots of learning opportunities, great courses to get free of charge.;Too much favoritizing and it's who you know which is wrong! POLITICS everywhere and if you disagree, you are OUT!;pro lot learning opportunity great course get free charge con much favoritizing know wrong politics everywhere disagree;0.88;-0.74;0.67;0
Aramco;Intern;Great work place and benefits;In some cases job title doesn't reflect responsibilities and tasks;pro great work place benefit con case job title reflect responsibility task;0.77;0.0;0.8;0
Aramco;national company, secured job forever;best of best benefits for experienced hires, especially for whoms will retire soon;non-expericed for graduate level new hires;pro best best benefit experienced hire especially whoms retire soon con non expericed graduate level new hire;0.9;0.0;0.91;0
Aramco;Bureaucratic in processes;High growth operations Total comp package;Tighten up on hiring processes Benchmark their expat comp elements - premium;pro high growth operation total comp package con tighten hiring process benchmark expat comp element premium;0.38;0.0;0.38;0
