;Company;date;employee_title;employee_status;review_title;pros;cons
384;Shell;2020-12-28;Linux HPC Administrator;Current Employee;First rate company to work for;"Excellent pay, well-led company, world-class service.
";"IT jobs moving to India
Be the first to find this review helpful
Helpful
Share
Repor"
385;Shell;2021-01-11;Financial Analyst;Former Employee;Average;"Easy work life balance, decent pay
";"Very hierarchal and prefer external hires for good jobs over internal promtions.
Be the first to find this review helpful
Helpful
Share
Repor"
386;Shell;2020-12-27;Data Analyst;Former Employee, less than 1 year;Good company;"Good culture, people are friendly.
";"No downsides. really enjoy the work experience there.
Be the first to find this review helpful
Helpful
Share
Repor"
387;Shell;2021-01-10;Cashier;Current Employee, more than 1 year;.;"good experience to interact with people
";"they pay the minimum wage
Be the first to find this review helpful
Helpful
Share
Repor"
388;Shell;2020-12-26;Manager;Former Employee, more than 8 years;Manager;"Great Company to work for
";"Oil downturn has affected the industry overall.
Be the first to find this review helpful
Helpful
Share
Repor"
389;Shell;2021-01-07;Finance Manager;Former Employee, more than 10 years;Keep Looking;"Large company with lots of positions.
";"Always downsizing or offshoring, so beware. Look somewhere else.
1 person found this review helpful
Helpful
Share
Repor"
390;Shell;2021-01-08;Supply Chain;Current Employee, more than 8 years;Shell;"Management, work life balance, culture
";"personal development is not large, process is complex
Be the first to find this review helpful
Helpful
Share
Repor"
391;Shell;2021-01-08;Engineer;Former Employee, more than 10 years;High Pay;"High Pay but very political
";"Very Political, like yes men and women
Advice to Management
Too many yes men and women in management
Be the first to find this review helpful
Helpful
Share
Repor"
392;Shell;2021-01-08;Subsea Controls Engineer;Current Employee, more than 1 year;Company review;"Great work/life balance and pay
";"401k match is terrible for new employees. Lack of direction in a huge bureaucracy makes it difficult to get things done efficiently. Consistent lay-off environment creates too much stress and distraction for employees.
Advice to Management
Cut down on so many processes so we can be more efficient. Don’t fulfill process requirements just because, instead allow for good judgement to deviate when applicable to allow for greater efficiency and less confusion.
Be the first to find this review helpful
Helpful
Share
Repor"
393;Shell;2020-12-22;Technician;Current Employee;Great company;"Best company I’ve ever worked for
";"No cons. Blessed to be where I’m at.
Be the first to find this review helpful
Helpful
Share
Repor"
394;Shell;2021-01-06;Senior Drilling Engineer;Current Employee;Generally good, but with the warts all big companies have.;"Good benefits, wide array of job options, reasonable salary.
";"Convoluted decision making, impersonal HR, reactive corporate culture.
Advice to Management
Don't pretend you are smarter than you are.
Be the first to find this review helpful
Helpful
Share
Repor"
395;Shell;2021-01-04;Project Manager;Current Employee;Large and Diverse;"Salary and benefits
Diverse workforce and opportunities 
Work life balance
";"Slow
Constant Re-Organization
Poor industry image
Uncertain future
Be the first to find this review helpful
Helpful
Share
Repor"
396;Shell;2021-01-05;Senior Manager IT;Former Employee, more than 10 years;Good company;"Solid if you plan on remaining your entire career at there. Reshuffles occur about every 4 years and even without, job roles are typically 3-4 years... good opportunity to see different areas.
";"Difficult to keep external networks due to need to continually internally network for your next position.
Advice to Management
It is ok to allow leaders to continue to develop in a given vertical if that is where their passion resides - stop trying to force move people across the gambit of up, mid & downstream and functions.
Be the first to find this review helpful
Helpful
Share
Repor"
397;Shell;2020-12-20;Professional Civil/Environmental Engineer;Former Employee;Outstanding Employer;"Second-to-none Employees Benefits (PTO, 401k Company Match, Annual Bonus, Health Coverage, Life Insurance)!
";"Buy-back Stock Plan (due to unreasonable acquisition of BG)!!!
Be the first to find this review helpful
Helpful
Share
Repor"
398;Shell;2021-01-04;Supply Chain Manager;Current Employee, more than 10 years;Great company to work for;"Excellent compensation and work life balance in most cases.
";"Uncertainty looms over the energy industry.
Be the first to find this review helpful
Helpful
Share
Repor"
399;Shell;2021-01-04;Sales Associate/Cashier;Former Employee, less than 1 year;It was a job..;"Nice stores and great hours
";"People there did not do there job.. they put a lot on others to make up that work they could not do..
Advice to Management
Not good management
Be the first to find this review helpful
Helpful
Share
Repor"
400;Shell;2020-12-19;Production Operator;Current Employee, more than 1 year;Great company;"Great company to work for with plenty of opportunities.
";"As of now there are no cons.
Be the first to find this review helpful
Helpful
Share
Repor"
401;Shell;2020-12-15;Facility Engineer;Former Employee, more than 8 years;Great company with great benefits;"*Pay is well above what a mechanical engineer can earn almost anywhere else.
*Flexible work schedule. Working from home was allowed well before the pandemic. 
*Robust training programs.
*You will be entrusted with great responsibilities early on in your career.
";"Not many complains on the company. I was treated very well and received a superb severance package. My only complain is that I was not allowed to deviate from the discipline I was hired into.
1 person found this review helpful
Helpful
Share
Repor"
402;Shell;2020-12-17;Associate;Former Employee, less than 1 year;Vibes;"Cool place and nice environment
";"Non at all cool place
Be the first to find this review helpful
Helpful
Share
Repor"
403;Shell;2021-01-23;Senior Mechanical Engineer;Current Employee, more than 5 years;Constant reorganization and cost cutting;;"ant reorganization and cost cutting
Jan 23, 2021 - Senior Mechanical Engineer in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Very good health insurance, 401k, pension, bonus (performance bonus and turnaround bonus).
Cons
Work life balance is non existent at a refinery/chemical plant.
Been with Shell for 7 years and went thru 3 reorg/layoffs already. Seems like the industry growth isn’t just slowing, it’s contracting.
Management decision is very slow. They seem to have lofty goals but doesn’t really accomplish them. More and more I feel like management is trying to push more and more site wide initiatives onto individual contributors which is frustrating because individual contributors don’t have the same pull as a manager or senior manager.
Constantly in meetings that feel like nothing is accomplished and no value is added.
Advice to Management
Keep large initiatives at management level. Have more vision than just cost cutting and “becoming more lean” because it clearly isn’t making the impact that it should. Try looking at more options to make more money rather than putting all of your focus on spending less.
Be the first to find this review helpful
Helpful
Share
Repor"
404;Shell;2021-01-21;Production Operator;Current Employee;Backstabbing malicious environment;"Pay is fair and the benefits are okay
";"Walking on eggshells and watching your back gets old
1 person found this review helpful
Helpful
Share
Repor"
405;Shell;2020-12-29;Geologist;Current Employee, more than 5 years;Love my job and my co-workers;"The people I work with make my job fun and challenging. The teams I have been on make an effort to really discuss D&I and we have had many meaningful engagements this year and more planned for the future. I get support and coaching from my team members and its leaders. I can honestly say I live going to work every day (in person or virtually). More so now that I am in the Development side.
";"There’s always someone that is a negative person and/or that one person that management protects for some unknown reason. It’s frustrating, but I can work around that person and still love what I do.
Be the first to find this review helpful
Helpful
Share
Repor"
406;Shell;2020-12-30;Clerk;Current Employee, more than 1 year;Pay;"Gives decent pay i guess
";"Worst place I have ever worked
Advice to Management
Bruh
Be the first to find this review helpful
Helpful
Share
Repor"
407;Shell;2020-12-29;Geologist;Current Employee;Fine;"Good paying job for now
";"Questionable future outlook for job
Be the first to find this review helpful
Helpful
Share
Repor"
408;Shell;2020-12-13;Cashier;Former Employee;Best customer service;"Its very relaxed, comfortable and fun job to do.
";"You have to have a very friendly polite personality
Advice to Management
There's nothing to be fixed .
Be the first to find this review helpful
Helpful
Share
Repor"
409;Shell;2020-12-28;Technical Safety Engineer;Current Employee, more than 1 year;Ok;"Money and the companies benefits
";"Cyclical Industry, hard to get promoted
Be the first to find this review helpful
Helpful
Share
Repor"
410;Shell;2020-12-27;Cashier;Current Employee, less than 1 year;Needs improvement;"Get paid mostly in cash. The end
";"Long hours, poor management, no dbl pay or time and a half for over time. Work a lot of hours off clock
Advice to Management
Step up and do better. When you treat your employees poorly, you lose good employees leaving you constantly fingering thru new people
Be the first to find this review helpful
Helpful
Share
Repor"
411;Shell;2020-12-27;Environmental Engineer;Current Employee, more than 5 years;Overall Average;"Good benefits and general workalife balance.
";"internal office politics with cyclical years of layoffs.
Be the first to find this review helpful
Helpful
Share
Repor"
412;Shell;2020-12-25;Cashier;Former Employee;good;"hours are good and you work a lot
";"people are rude, customers are rude
Be the first to find this review helpful
Helpful
Share
Repor"
413;Shell;2020-12-26;Administrative Assistant;Current Employee;The people are the best perks;"The people you work with are great!
";"Overseas management has changed a lot of the things that made Shell Great.
Be the first to find this review helpful
Helpful
Share
Repor"
414;Shell;2020-12-10;Product Manager;Current Employee;great;"great place to work and good benefits
";"none none none none none
Be the first to find this review helpful
Helpful
Share
Repor"
415;Shell;2020-12-08;Currently Unemployed;Former Employee;Great;"Worked for a great department. HSSE Department
";"Was a contractor for 6 years
Be the first to find this review helpful
Helpful
Share
Repor"
416;Shell;2020-12-09;Technical Supervisor;Former Employee, more than 10 years;Great place to work;"Flexible work schedule, some remote working, fantastic benefits.
";"Only some remote work, not much quick career advancement.
Be the first to find this review helpful
Helpful
Share
Repor"
417;Shell;2020-12-22;Treasurer;Former Employee, more than 3 years;enjoy working at Shell;"salary and benefit is good, a lot of career growth opportunity
";"kind of stressful and challenging
Be the first to find this review helpful
Helpful
Share
Repor"
418;Shell;2020-12-07;Lawyer;Former Employee;fun;"great lunch room at Woodcreek
";"never found the second starbucks
Be the first to find this review helpful
Helpful
Share
Repor"
419;Shell;2020-12-21;Operator;Former Employee;Good Opportunity;"Company Name helps when applying for new posotions
";"HR unwilling to negotiate and always playing ""hard ball""
Advice to Management
Listen to employees and be upfront with changes.
Be the first to find this review helpful
Helpful
Share
Repor"
420;Shell;2020-12-06;Maintenance;Current Employee;Maintenance worker;"Fast pace, decent employees and straight forward work
";"unusual employer, low pay, and terrible environment
Be the first to find this review helpful
Helpful
Share
Repor"
421;Shell;2020-12-21;Process Technician;Former Employee, more than 3 years;Operator;"Workload, bonus, pay and benefits
";"Lots of favoritism and typical plant BS
Advice to Management
N/A
Be the first to find this review helpful
Helpful
Share
Repor"
422;Shell;2020-12-04;Finance Manager;Former Employee, more than 10 years;Great company undergoing big changes;"Opportunity to work globally; pay and benefits
";"A bit resistant to change;
Advice to Management
More digital investment
Be the first to find this review helpful
Helpful
Share
Repor"
423;Shell;2020-12-17;Operational Manager;Former Employee, more than 5 years;We reap what we sow;"Work close with the community.
Everybody knows everyone.
";"Rough hours. Sexual/Racial Harassment. Belittling/Bullying.
Advice to Management
Instead of always feeling as if you are getting screwed, maybe you should think about how much people actually do for you (and the business)
Be the first to find this review helpful
Helpful
Share
Repor"
424;Shell;2020-11-30;Sales Associate/Cashier;Former Employee, less than 1 year;Great Place to Work!;"Good management, helpful coworkers, good location
";"Can get busy, do have a small staff
Be the first to find this review helpful
Helpful
Share
Repor"
425;Shell;2020-12-15;Project Manager;Former Employee;Good Start to Career;"good experience and exposure across the project cycle
";"Need to be in the right team
Be the first to find this review helpful
Helpful
Share
Repor"
426;Shell;2020-11-29;Trader;Current Employee;Great place to work!;"Great development, challenging work, good pay and great benefits
";"Red tape with large org, politics
Be the first to find this review helpful
Helpful
Share
Repor"
427;Shell;2020-12-13;Project Engineer;Former Employee, more than 5 years;relaxed work environment;"Great compensation and benefits compared to indutry
";"Slow progression and bureaucratic culture
Be the first to find this review helpful
Helpful
Share
Repor"
428;Shell;2020-12-13;Engineer;Current Employee;Good Culture Challenged Industry;"compensation, people, career progression, work life balance
";"industry trend, footprint, reorgs, economy
Be the first to find this review helpful
Helpful
Share
Repor"
429;Shell;2021-01-04;Internship;Former Employee;Intern;"good people and good environment
";"they over worked me during my time here
Be the first to find this review helpful
Helpful
Share
Repor"
430;Shell;2020-12-13;Data Analyst;Former Employee, more than 5 years;Overall working at Shell was a good experience. Shell is a networking company. You advance by networking.;"The benefits are excellent. The people are friendly. Their employees safety is a high priority.
";"HR has been outsourced to another country - which was a problem in my last year. It's you, manger, and a voice in a box. Company's beliefs are not practiced among some managers.
Advice to Management
Bring HR back to the States.
Be the first to find this review helpful
Helpful
Share
Repor"
431;Shell;2020-11-28;Control Room Operator;Former Employee, more than 3 years;Great place to work;"Competitive salary and great work environment
";"Long work hours, rough work/life balance
Be the first to find this review helpful
Helpful
Share
Repor"
432;Shell;2020-11-29;Business Development Manager;Current Employee;Great company;"Good pay 
Recognition 
Diversity
It’s a great company to work for, with good pay and diversity.
";"Nepotism: promotions are less about your experience and past performance and more about who you know.
Advice to Management
360 annual reviews : do more to capture employee feedback on your leadership team.
Be the first to find this review helpful
Helpful
Share
Repor"
433;Shell;2020-12-12;Anonymous;Former Employee;Sales East Coast;"Given lots of responsibility - ability to create focus for accounts
";"Not a clear strategy so not as efficient as it could be
Advice to Management
Provide clearer focus to achieve goals
Be the first to find this review helpful
Helpful
Share
Repor"
434;Shell;2020-12-11;Senior Consultant;Former Employee, more than 10 years;Great company;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Large with organizational support, great work- balance. Work from home encouraged when possible
Cons
Job security no longer good due to continuous reorganizations due to market conditions. Organizational structure is bureaucratic.
Advice to Management
Support innovation at employee level
Be the first to find this review helpful
Helpful
Share
Repor"
435;Shell;2020-12-09;Electrical Engineer I;Current Employee;Good;"Flexible work schedule, Good pay
";"PTO is only 2 weeks for first 5 years
Be the first to find this review helpful
Helpful
Share
Repor"
436;Shell;2020-12-10;Cashier;Current Employee, more than 3 years;Simple day by day work;"Expectations are simple , can multitask on your own projects.
";"Work alone, little access to immediate help if needed.
Be the first to find this review helpful
Helpful
Share
Repor"
437;Shell;2020-12-10;Process Engineer;Current Employee, more than 3 years;Reorganization;"Great technical people to work with
";"Some managers have no clue what is going on
Advice to Management
Take a close look at your middle managers; some are so focused on powerpoint presentation, they have no idea what is going on and are very poor mentors.
Be the first to find this review helpful
Helpful
Share
Repor"
438;Shell;2020-11-25;Exploration Geoscientist;Former Employee;Great place to work. Great diversity. Consensus-driven decisions.;;"nsus-driven decisions.
Nov 25, 2020 - Exploration Geoscientist in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Global, Good salaries, Nice campus, Many resources, Mostly good well-intentioned people. Deep pockets. Excellent awareness of external situation and plans for a future cleaner planet. Superb preparation of new employees (Graduate program).
Cons
A bit messy and wasteful of their resources. Some ""kingdoms"" are difficult to penetrate. Distributed accountability lends itself to bad behaviors.
Advice to Management
Make an effort to get to know your people on a human level
Be the first to find this review helpful
Helpful
Share
Repor"
439;Shell;2020-11-25;Manager;Current Employee;C store manager;"Great company to work for
";"Hard to move up in the company
Be the first to find this review helpful
Helpful
Share
Repor"
440;Shell;2020-12-09;Senior Global IT Manager;Former Employee;Strong work ethic, bureaucratic, good employee pay and benefits;"Good pay and benefits
Strong culture and comaraderie
Opportunities to advance
Great environment to learn and practice top quartile processes
";"Long hours
Bureaucratic and matrix organization
Competitive industry with low oil and gas prices
Constant focus on lowering costs
Be the first to find this review helpful
Helpful
Share
Repor"
441;Shell;2020-12-10;Implementation Manager;Former Employee, more than 8 years;confusion and entropy striving for energy transition;"Days of holiday are above average
";"All decisions are taken in EU
Be the first to find this review helpful
Helpful
Share
Repor"
442;Shell;2020-11-24;Store Manager;Former Employee, more than 1 year;manager employees;"it was a great experience, I learned a lot about cars, engines and some simple repairs
";"I like more doing sales
Advice to Management
management is how to create a relationship with workers plus creating peace and harmony
Be the first to find this review helpful
Helpful
Share
Repor"
443;Shell;2020-12-08;Principal Chemist/Group Leader;Current Employee;Top 100 employer;"Great salary 
Benefits including 401k and pension
";"Constantly reorganizing businesses.
Decisions are made by committee.
Be the first to find this review helpful
Helpful
Share
Repor"
444;Shell;2020-12-06;Process Operator;Current Employee, more than 1 year;Great job;"Good pay, good benefits and great co workers
";"Lots of hours and shift work
Be the first to find this review helpful
Helpful
Share
Repor"
445;Shell;2020-12-08;Gas Worker Apprentice;Former Employee, less than 1 year;Fossil Fuel is Bad for the planet.;"Good Pay for all employees.
";"Destroying the earth with high carbon.
Advice to Management
Stop killing the planet for money.
Be the first to find this review helpful
Helpful
Share
Repor"
446;Shell;2020-12-07;Operations Support;Former Employee, more than 5 years;Women & African Americans are not part of the Good Ol Boys Club.;"Salary, benefits and employees prior to 2019
";"Only those who are friends with upper management have job security....as long as you are a white man.
Advice to Management
Honor your claim to diversity, equality, inclusion and ethics. Investigate the rampant discrimination and misogyny in Shell midstream. End workplace bullying and racism by men in the Gonzales Louisiana office.
Be the first to find this review helpful
Helpful
Share
Repor"
447;Shell;2020-12-03;Instrumentation Technician;Current Employee, more than 1 year;Great company with great benefits.;"Very flexible work / life balance.
";"Consolidating downstream holdings which will put many without jobs.
Be the first to find this review helpful
Helpful
Share
Repor"
448;Shell;2020-11-19;Project Engineer;Current Employee;Great company;"Pay, benefits, ability to travel for work, effort to support the transition
";"Progression can be slow, projects ran slowly
Be the first to find this review helpful
Helpful
Share
Repor"
449;Shell;2020-11-17;Sales Associate/Cashier;Former Employee;Friendly;"Super nice and friendly staff. Made you comfortable
";"Standing long periods of times and pumps messed up a bit
Be the first to find this review helpful
Helpful
Share
Repor"
450;Shell;2020-11-17;Logistics;Current Employee, more than 3 years;Outstanding company to work for;"Everything, I have had a positive experience during my time at Shell.
";"I haven't had a negative experience during my time here.
Be the first to find this review helpful
Helpful
Share
Repor"
451;Shell;2020-12-01;Kitchen Manager;Former Employee;Its not bad;"Pay and the people you work with
";"Everything else you can think of
Be the first to find this review helpful
Helpful
Share
Repor"
452;Shell;2020-12-22;Senior Geologist;Current Employee;Dumped without health insurance during a pandemic;"Large company with opportunities for people that meet a certain profile
Good reputation based on technical excellence in previous decades
";"No bonus in 2020
Constant re-organizations and layoffs
Rigid, inflexible and un-caring Human Resources Department
Poor benefits on severance vs other similar companies
Advice to Management
Walk the talk. Don't talk about care and compassion for people unless you can actually demonstrate it.
Be the first to find this review helpful
Helpful
Share
Repor"
453;Shell;2020-11-29;Subsea Intervention Engineer;Former Employee, more than 3 years;Good company;"Great pay and benefits. Made great headway in D&I. People are great.
";"Lots of restructuring (but that's the nature of the industry). Large corporate system means lots of initiatives with work that no one wanted to do.
Be the first to find this review helpful
Helpful
Share
Repor"
454;Shell;2020-11-29;Assistant Manager;Current Employee, more than 3 years;Easy gig;"Easy gig
Not too much work 
Mainly customer service
";"Low pay
Little room for growth
Not fulfilling
Advice to Management
Dont expect too much from your employees
Be the first to find this review helpful
Helpful
Share
Repor"
455;Shell;2020-11-14;Senior Solution Architect;Current Employee, more than 8 years;Family Oriented;"Great pay and excellent bonuses in the good times.
";"Too many middle management layers.
Advice to Management
reduce redundancy
Be the first to find this review helpful
Helpful
Share
Repor"
456;Shell;2020-11-27;Engineering Manager;Former Employee, more than 10 years;Was a great place to work;"Great international mobility with worldwide projects
";"Now trying to be an electric company
Be the first to find this review helpful
Helpful
Share
Repor"
457;Shell;2020-11-27;Cashier;Current Employee;Great;"Amazing and flexible hours at shell
";"Terrible pay and dirty environment
Be the first to find this review helpful
Helpful
Share
Repor"
458;Shell;2020-11-10;Senior Analyst;Former Employee, more than 5 years;Great place to work;"Great place to work, good pay
";"no work life balance and heavy work load
Be the first to find this review helpful
Helpful
Share
Repor"
459;Shell;2020-11-24;Machinery Condition Monitoring Specialist;Current Employee;Good company to work for;"Great benefits, cares for the community and the environment
";"None really, it's a good company to work for.
Be the first to find this review helpful
Helpful
Share
Repor"
460;Shell;2020-11-24;Technician;Current Employee, more than 3 years;Great benefits;"Good safety atmosphere for all.
";"Top heavy management. Need to streamline.
Advice to Management
Too many layers
Be the first to find this review helpful
Helpful
Share
Repor"
461;Shell;2020-11-09;Manager;Current Employee;manager;"fun to work at with other
";"none other than industrial location
Be the first to find this review helpful
Helpful
Share
Repor"
462;Shell;2020-11-21;Reservoir Engineer;Current Employee;Reservoir engineer;"Love my profession and job
";"Too good I don’t want to leave.
Advice to Management
No advice
Be the first to find this review helpful
Helpful
Share
Repor"
463;Shell;2020-11-05;Human Resources Manager;Current Employee, more than 10 years;Collaborative Place to Work;"Collaboration, care for people, safety first, flexible work arrangements, and Energy Transition
";"Sometimes too process focused and highly matrixed
Be the first to find this review helpful
Helpful
Share
Repor"
464;Shell;2020-11-03;Senior Logistics Planner;Current Employee, more than 5 years;Senior Logistics Planner Review;"The people are very good. The pay is commiserate with level of responsibility.
";"Job Security dependent on Oil price
Be the first to find this review helpful
Helpful
Share
Repor"
465;Shell;2020-11-17;Engineer;Current Employee, more than 5 years;Best O&G Company to Work For;"Competitive pay, knowledgable team members, benefits
";"Too many reorganizations, not enough stability
Be the first to find this review helpful
Helpful
Share
Repor"
466;Shell;2020-11-16;Drilling Engineer;Current Employee, more than 5 years;Great Entry Level Job/ Horrible Long Term Job;"Good training and technical graduate program.
";"Beurocratic, clickish and dishonest management.
Advice to Management
Value productivity. Not social capital and tribalism.
Be the first to find this review helpful
Helpful
Share
Repor"
467;Shell;2020-11-17;Gas Station Attendant;Current Employee, more than 1 year;gas;"hi i hate this interview
";"the place sucks alot yeah
Advice to Management
do better at doing better
Be the first to find this review helpful
Helpful
Share
Repor"
468;Shell;2020-11-15;Manager;Former Employee;Good company, just need to grow;"Working alone ten hours a new day
";"Customer service, inventory, sales, lotto,
Be the first to find this review helpful
Helpful
Share
Repor"
469;Shell;2020-11-14;Electrical Engineer;Former Employee;Great Company;"This company is great has many opportunities to move and choose your own path.
";"This can be pretty competitive. Not all team dynamics are the same.
Be the first to find this review helpful
Helpful
Share
Repor"
470;Shell;2020-10-30;Principal Consultant;Former Employee;Superb Company;;"ltant in Johns Creek, GA
Recommend
CEO Approval
Business Outlook
Pros
Academic Environment
Smart People
Global Opportunities for HiPo
Excellent Benefits
Cons
Accelerated transformation cutting corners
Long hours
Be the first to find this review helpful
Helpful
Share
Repor"
471;Shell;2020-11-12;Senior Reservoir Engineer;Current Employee, more than 8 years;SHELL OIL COMPANY;"Great work culture. Great learning opportunity and career opportunities. Good benefits and compensation. flexible work schedule
";"enhance diversity and inclusion to consider mid-career individuals in the recruitment channels
Be the first to find this review helpful
Helpful
Share
Repor"
472;Shell;2020-10-28;Mechanical Engineer;Former Employee, more than 3 years;Great company;"The people are great to work with
";"The heirarchy can be a challenge
Be the first to find this review helpful
Helpful
Share
Repor"
473;Shell;2020-11-10;Anything Available;Current Employee;good but boring;"pay good not too much work
";"boring no build up sometimes you see creepy ppl
Advice to Management
do life insurance
Be the first to find this review helpful
Helpful
Share
Repor"
474;Shell;2020-11-11;Instrumentation and Controls Engineer;Current Employee;Typical corporate environment with good people and good compensation.;"Good pay. Good benefits. Good people.
";"Oil and gas industry is not as stable as it once was.
Be the first to find this review helpful
Helpful
Share
Repor"
475;Shell;2020-10-26;Oil Rig Electrical Maint Engineer;Former Employee;Oil Rigging;"You bring resources for the use of the nation
";"Take too much of time away from family
Advice to Management
Keep the good work going
Be the first to find this review helpful
Helpful
Share
Repor"
476;Shell;2020-11-09;Maintenance/TA/Project Planner;Current Employee;Good company to work for;"Good pay, benefits & people
";"Facilities are located in less desirable location.
Be the first to find this review helpful
Helpful
Share
Repor"
477;Shell;2020-11-07;Process Operator;Current Employee;Salary;"Good benefits, good compensation, advancement
";"Shutting down, work/life balance, poor management
Be the first to find this review helpful
Helpful
Share
Repor"
478;Shell;2020-10-22;Manager;Current Employee;Cool;"Good performance, good culture, good location
";"Location Is an advantage for most
Be the first to find this review helpful
Helpful
Share
Repor"
479;Shell;2020-11-06;Research Geologist;Former Employee, more than 8 years;Good when stable.;"Many opportunities to travel and work with colleagues around the world. Great pay and benefits.
";"With the large company, there can be issues with silos, and organizational politics. These issues tend to become more significant as oil prices drop.
Be the first to find this review helpful
Helpful
Share
Repor"
480;Shell;2020-10-21;Manager;Current Employee;great relaxed atmosphere;"easy and flexible hours all around the week
";"none, great boss great leadership
Be the first to find this review helpful
Helpful
Share
Repor"
481;Shell;2020-11-03;Cashier;Current Employee, more than 1 year;Temp job;"Good environment, friendly day to day customers
";"Poor management, understaffed. Always working later then shift supposed to end
Be the first to find this review helpful
Helpful
Share
Repor"
482;Shell;2020-11-24;Senior Production Engineer;Former Employee, more than 10 years;Not a place to be if you are middle-aged and from the US.;"Great working experience that built on my skillsets.
";"Not a very pleasant experience with respect to how management treated it's employees.
Advice to Management
Nothing you don't already know.
1 person found this review helpful
Helpful
Share
Repor"
483;Shell;2020-11-02;Drilling and Wells Engineer;Current Employee;Great benefits, good place to work;"Great benefits, maternity/paternity leave, work life balance
";"Feels like layoffs once per year, energy transition has uncertainty
Be the first to find this review helpful
Helpful
Share
Repor"
484;Shell;2020-10-17;Sales Associate;Former Employee;Loved working there;"It's a large corporation that cares
";"With the grade system it was harder to grow
Be the first to find this review helpful
Helpful
Share
Repor"
485;Shell;2020-10-16;Principal Consultant;Former Employee, more than 10 years;Retired in 2009. Great Company to work for;;"ltant in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Great benefits and working conditions with excellent prospects for growth
Cons
Sometimes but not always, slow in decision making
Advice to Management
Great leadership and continue doing what you are doing
Be the first to find this review helpful
Helpful
Share
Repor"
486;Shell;2020-10-15;Director;Former Employee, more than 10 years;Superb;"Academic, manifold opportunities, smart people, global opportunities for HiPos
";"Silos exist. Different regimes have different agendas.
Advice to Management
Slow down consolidation of HR
Be the first to find this review helpful
Helpful
Share
Repor"
487;Shell;2020-10-16;Machine Shop Worker;Current Employee;shop worker;"good place to work for a living
";"very bad manager won't promote
Be the first to find this review helpful
Helpful
Share
Repor"
488;Shell;2020-10-28;Cashier;Former Employee, more than 5 years;career at shell;"gained good experience. Professional owner
";"no cons at this business so far
Be the first to find this review helpful
Helpful
Share
Repor"
489;Shell;2020-10-28;Operations;Current Employee, more than 8 years;Process Operator;"Good pay great people longevity
";"Long hours, weekends and holiday
Be the first to find this review helpful
Helpful
Share
Repor"
490;Shell;2020-10-28;Area Sales Manager Industrial Lubricants/Coatings;Former Employee, more than 1 year;Good Place to work;"Team Oriented, High Performing Professionals, Challenging, Many Career Opportunities
";"Success is contingent upon Manager, Upward mobility can be challenging
Advice to Management
Always put employees first
Be the first to find this review helpful
Helpful
Share
Repor"
491;Shell;2020-10-28;Cashier;Current Employee, less than 1 year;Overnights;"Work by myself noone bothers me and no bosses to breath down my neck
";"No raise, no insurance, no vacation pay
Advice to Management
Just acknowledge if something is done right
Be the first to find this review helpful
Helpful
Share
Repor"
492;Shell;2020-10-14;Process Operator;Current Employee, more than 3 years;awesome;"everything is great about the company
";"nothing is wrong with this company
Be the first to find this review helpful
Helpful
Share
Repor"
493;Shell;2020-10-27;Cashier;Current Employee;It’s alright;"Most things are slow and steady
";"It can be dull cause it’s redundant
Be the first to find this review helpful
Helpful
Share
Repor"
494;Shell;2020-10-27;Retail Sales Associate/Cashier/Stock;Current Employee, more than 1 year;Good experience get to meet new people and build relationships with daily customers.;"Great listener, Great with people, Great personality, kept clean
";"Not the good management, Not that many employees,
Be the first to find this review helpful
Helpful
Share
Repor"
495;Shell;2020-10-11;Front End Chasier;Current Employee, less than 1 year;This is a great place to work for.;"Great people, most of the customers are friendly, you always stay busy.
";"I have nothing bad to say
Be the first to find this review helpful
Helpful
Share
Repor"
496;Shell;2020-10-11;Manager;Current Employee, more than 5 years;Okay;"Flexibility is really the only pro
";"Inconsistent training, low opportunity to advancement
Be the first to find this review helpful
Helpful
Share
Repor"
497;Shell;2020-10-25;Subject Matter Expert;Current Employee;it pays the bills;"its been a good place to work and the pay/benefits are fair.
";"Shell is an ok company in a shrinking industry.
Be the first to find this review helpful
Helpful
Share
Repor"
498;Shell;2020-10-22;IT Senior Project Manager;Current Employee, more than 10 years;Great company to work for;"They care about their people. Very good leadership development opportunities
";"It's a big company which comes with some efficiency challenges
Be the first to find this review helpful
Helpful
Share
Repor"
499;Shell;2020-10-22;Production Operator;Current Employee, more than 10 years;Shell;"Great benefits and comparable pay
";"Too many processes and uncertain future
Advice to Management
Simplify
Be the first to find this review helpful
Helpful
Share
Repor"
500;Shell;2020-10-20;Sales Director;Current Employee;Great company;"Moving towards becoming a digital organization
";"Need more work life balance
Be the first to find this review helpful
Helpful
Share
Repor"
501;Shell;2020-10-20;Category Manager;Former Employee, more than 5 years;Benefits;"job opportunity, benefits, pay, people
";"can be stressful at time
Be the first to find this review helpful
Helpful
Share
Repor"
502;Shell;2020-10-06;General Manager;Former Employee;Enjoyed the variety of things that as a manager I was responsible for.;"Nice clean attractive atmosphere to work in.
";"The consistent hours can be a bit much
Advice to Management
Keep your employees happy and they will keep you happy.
Be the first to find this review helpful
Helpful
Share
Repor"
