Company;review_title;pros;cons;score_pros;score_cons;insurance_pros;safety_pros;balance_pros;retirement_pros;culture_pros;racism_pros;sexism_pros;ageism_pros;benefits_pros;opportunities_pros;privacy_pros;resources_pros;insurance_cons;safety_cons;balance_cons;retirement_cons;culture_cons;racism_cons;sexism_cons;ageism_cons;benefits_cons;opportunities_cons;privacy_cons;resources_cons
EnterpriseProducts;GIS Analyst;Great flexibility in my work schedule with half a day off on Friday. Pay & benefits are excellent.;Horribly stressful place to work. Management runs hot/cold and blows everything up into a major crisis. No clear direction or goals for the department and the departments get shuffled around constantly. Never know who is working where or for what department/manager.;0.91;-0.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great Company to work for;Fair pay and Benefits for the employees.;No cross training available to employees.;0.54;-0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Engineering;Great conservative management team keeps the company running in hard times.;As we all great management sometimes the bottom line focus on cost is detrimental to some engineering solutions.;0.57;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Driving for Enterprise Transportation Co;Good Company I could not pass the physical;None that I can think of;0.44;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Good Company;Good Company to work for. Great benefits and coworkers.;No bonuses, but good pay;0.86;0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Painful lesson;Worked with some good people. Training was good. Well prepared for natural disasters and emergencies.;Promotion opportunity very limited;0.77;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;accounting at enterprise products.;the work schedule is very nice. you work 8.75 hours mon-thurs and 5 hours on friday. almost as nice as a 9/80 schedule;management is entrenched and myopic. only focus is on largest shareholder. not interested in employee well being or employee job satisfaction/advancement;0.68;-0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Pipeline Technician;Best job I've ever had and awesome leadership.;The worst part is being on constant call even when it's not you time to cover callouts.;0.85;-0.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Decent at best;They had a great location down town and did a pretty good job of taking employees out to lunch to show their appreciation. The pay is also pretty good.;Management didn't do a great job of passing down work or making sure that I was happy. I received very little feedback on work I did.;0.96;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great company to work for;Great benefits pay is good hours are good;No bonuses or anything like other companies;0.9;-0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;1950's Culture!!!!;Well established company with many opportunities to grow. Pay was very competitive! This company has locations around the country.;The culture is one that is set in the 1950's. The older process units in the Mont Belvieu complex are cut throat when it comes to minorities. If you do not look like them you will not be treated fairly.;0.68;-0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Nepotism at its best! Avoid it really is the Good Ol Boy network;I'm trying to think actually. Back in the day before they moved to downtown they actually gave out nice Christmas gifts.;Look at all the other reviews. They are very true especially the nepotism part. I was there when they were off of 6-10 and 290. I had the absolute worst boss in the world. She had to be Satan's mistress! You couldn't convince me otherwise.;0.42;-0.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great place to work for!;Very little overtime, great benefits, work half days on Fridays,.;no flexible time during the week1 person found this review helpfulHelpfulShareRepor;0.75;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great company to work for.;Good pay and pay. Work hours are excellent. They reward you for doing your job well.;Not much room for growth.;0.89;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great company;Good pay benefits people great work schedule;Long hours not for everyone;0.85;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Good for the quiet;benefits, compensation, open office space;unexciting, MUCH more work is usually expected than what your job description implies;0.38;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Enterprise employee;Good benefits, 401k, good pay.;Waste of time on meetings, only 2 mechanics to fix 50 trucks.1 person found this review helpfulHelpfulShareRepor;0.79;0.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Not a great company to work for;401K, stock purchase, some flexible hours;No grade levels. No complaints through the management. Everything goes directly to HR. Bonuses are rare unless you are upper level. The company is not involved in volunteering.;0.23;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;EPCO Enterprise;Interesting work, great company with great benefits and employee training programs.;Nights/ days shift work is challenging for young families.;0.93;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;FIELD ADMINISTRATIVE ASSISTANTS;Great Benefits. Mileage paid on vehicle, company credit cards, some admins get a company vehicle to drive plus cell phones.;"Working with a bunch of ""rough necks"" at times. You must be very tough and rough to handle some of the way the men talk and act.";0.85;-0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Technical analyst;Enterprise has a good benefits package as well as good 401k matching. I enjoyed the people I worked with. The software and computers were kept up to date.;Not enough people for the work load. Making it difficult to maintain to speed enough time on each project without have to switch to the next.;0.92;-0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Love my job;Great benefits and if you put in the time, enterprise rewards you.;The worst employees are hard to fire.;0.87;-0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Driver;Lots of work to do;Really don't care what the drivers say, a lot of times it's do it or else.;0.0;-0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Pipeline technician;Awesome place to work. Good leadership.;Not really anything to complain about. It's been awesome.1 person found this review helpfulHelpfulShareRepor;0.79;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;IT;Excellent Company with decent benefits;no opportunity for growth and no career development program or mentorship program.;0.74;-0.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Project Manager;This is a great place to work.;There are no Cons to this company that I can think of.;0.62;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Good Company!;Great benefits and every Friday is a half day.;Not much room for growth.;0.77;0.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Good Company;Great work environment and good benefits.;It can be hard to get promoted because no one ever leaves.;0.86;0.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Gave them 7 good years after they took over Teppco, Downhill from day 1 in employee treatment;Pay and benefits competitive with industry, that's about it.;Clueless management from supervisors up, employees not in management treated like disposable assets. Hourly employees harassed by managers and treated unfairly. Urged to backdate DOT documents to save supervisors rears, Give all credit for anything good to Supervisors, Give hourly employees all the blame for anything they perceive not good. Very unfair and questionable safety record. After announcing my retirement last Jan. Layed me off 2 months before my retirement;0.44;0.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Nice place to work;Both management and employees were great to work with.;Sometimes could be a little slow.;0.62;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Excellent Company to work for;Benefits and work to personal life balance.;None at this time management is transparent;0.38;0.78;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Analyst;The work environment was great. Everyone was helpful.;There were no cons, just work hard!;0.78;-0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Service Technician;Easy work,no management breathing down your throat,go at your own pace,co-workers were pretty ok for the most part,off on weekends and holidays,benefits.;Pay is ok but could be better if there was overtime.no advancement,pretty much stuck in one position unless you go to another department which is not easy.;0.81;-0.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Good place to work;Good benefits, good people, good company;Still has mom and pop mindset, but that's changing.;0.88;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great company;Awesome benefits, good people and supervisors.;Must pay for parking in downtown.;0.86;-0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Job Review;Excellent challenge vs rewards and requirements to better yourself.;Murky policies and hesitancy to confront certain issues.;0.88;-0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;My Job Experience;Great internship experience overall and great people.;We were not able to work full time.;0.85;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;measurement tech;big company lots of good employees;hard to advance career and move up1 person found this review helpfulHelpfulShareRepor;0.44;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Title;It has a small company feel;Grew to fast in the 2000's still catching up.;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great company;Awesome company to work for! Always learning something new;Great company culture and great leadership.;0.66;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Field Administrative Assistant;Great company to work for. Good ethics.;None that I can think of.;0.79;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Crude Oil Truck Driver;"Home every night; great benefits; good management";Marginal maintenance program in some locations.;0.86;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great company!;Great company! Good opportunities for new employees!!;Maybe more formal review process would be beneficial!;0.89;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Enterprise Products;Great benefits. Good people. Great company.;Long wait time for things to get approved or completed.;0.93;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great Place to Work;Fast moving company, great culture;Path to move up can change quickly;0.62;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Accountant;The pay and benefits are great!;I have nothing bad to say about the company.;0.76;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Ok place to work;better than some oilfield companies;commute is over 1 hr each way;0.44;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great working enviroment;decent pay, great working enviroment;boring job, oil and gas industry is declining;0.57;0.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Review;Overall good job. Great Pay.;People in positions they are not experienced enough to hold.;0.77;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great Company;great culture and benefits. good pay;limited career progression in functional areas;0.85;0.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Contracts Administration;Ok I like it at Enterptise;It can be better, more work life;0.57;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Pipeline tech;its good pay and benefits;no cons that come to mind;0.62;-0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Pipeline Controller;Good company with good pay and benefits;Hard to move from Pipeline Control;0.79;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;..….....................;The people are great to work with;Sick time could be better;0.62;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Enterprise Products;Great Management Flexible Schedule Ongoing training provided;Location Poor communication and collaboration across departments;0.72;-0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;See something say something;Employees great to work with. Good pay and benefits;Area management and supervisors cannot be trusted. I was a operator for 20yrs. And was terminated for stopping a rehab crew for not following company policies.;0.85;-0.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Project Manager;Exciting, fast paced work environment;Little focus on work/life balance;0.49;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great Company;Good Benefits Easy to work with;Leadership is not experienced;0.81;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Mom and Pop Pipeline Shop;Good benefits and flexible schedules.;Managers will go above and beyond to stunt your growth and mask their gross incompetence. The Mont Belvieu office operates like a family business **Nepotism**. Keep your career development goals to yourself...... your SHE-DEVIL boss may be offended.;0.75;-0.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Terrible place for IT professionals to work. Very immature but centralized IT environment where politics triumph merit.;"Decent benefits 401K match; subsidized parking/transportation.";Highly political and centralized envionment in IT. Managers have no clue about technology and are micro managers. No place to grow.;0.38;-0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;HOUSTON PAY ATTENTION;Steady, Great Co-Workers Could be so much BETTER !!!! Ok;Need Better Insurance (UNITED HEATHCARE) It is 200% BETTER, Coverage, Easier to Deal With. Better Equipment;0.91;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Mont Belvieu Project Manager;Working at Mont Belvieu kept you challenged and always moving. The number and variations of projects made it enjoyable to work. The vast amount of process equipment in the Mont Belvieu complex will expand your knowledge base.;What has made Enterprise successful is their ability to react to a market condition quickly. However that reaction normally required expedited projects. Many late nights and weekends.;0.62;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Unusual Modus Operandi;Good benefits, nice work schedule, nice people;"Enterprise doesn't tolerate people with disabilities very well. If such a person possesses top level skills and is a company favorite, they may keep their job; otherwise they will be transferred to one they can't physically handle in hopes they'll quit. Enterprise has the most illogical way of doing things. The bottom line is key. If you are happy in your job but they can find someone to do it cheaper, you're out.";0.88;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Volume Analyst;Not many when they lay you off at age 65 because you make too much money. I guess they don't believe that the longer you work at a company the more you will make.;They don't appreciate the work you do. They will lay you off afte ten years.;0.0;-0.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;typical midstream;insurance is very good, they provide transportation to facilities.;pay is below market, weak management, very intimidated supervision. Afraid to speak up. no pension, cheap match on 401K;0.49;-0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;DISSAPOINTING!;You get paid the industry average for the job you do, benefits same as peer companies, field workers good that's it.;Where do I start? Bad supervisors, bad managers, bad directors, cronyism rampant, nepotism exists throughout, advancement only if your kin to another person in management, harassment of good workers while some do nothing at all and get praised.;0.67;-0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Strange Corporate Modus Operandi;Not many can say they were happy and content at a job for nearly 20 years. I'm grateful for that.;Once this company ceased being privately owned it took on Corporate Mentality. Happiness and contentment is now irrelevant.;0.77;0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Watch yourself;Good pay and benefits. Good area to work.;As with most places, watch your back and don't try to improve anything. That will get you run off.;0.79;-0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great asset company, founded on assets and services, no frills;Midstream Energy Services Leader Great place to learn about a merchant player in an industry segment once dominated by nat gas producers Laid back culture, very informal work environment;Salary growth rate not very aggressive;0.74;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;driver crude oil;The money and benefits are very good. The work is boring and thankless.;The supervisors are all brainless hicks. They hate there jobs and take it out on the drivers. Company does not foster teamwork and they do not promote or allow drivers to transfer.;0.54;-0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Boys club, it is really about who you know and not what you know. Although, they do notice hard workers.;Half Fridays, allot of promotions and the ability to move up fast.;Pay is not competetive. Boys club.;0.32;-0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Distribution groups at Enterprise;Stable company. Good financial outlook. Will weather the oil pricing downturn just fine.;"Constant micro-managing. If you aren't in ""chosen"" group, you don't matter and likely never will. Extreme nepotism.";0.71;-0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Good Pay & Secure;EPD is doing well given the energy climate. Lots of key assets and remains profitable. I believe pay is competitive with good benefits.;The work can become stagnate, boring, and unchallenging - at least in the accounting area.;0.91;-0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;good job;Co workersTravel payTravel pay,travel pay,Benefits;No raisesDeckhands wages are frozen;0.0;-0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Deceitful -- watch your back.;It was great years ago. But it quickly went downhill over the last 7 years.;If you are a supervisor, you can get a pass on everything. If you are not a supervisor or above and you're not at fault or your management doesn't listen to you, rest assured it will still be your fault.;0.37;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Mixed experience;salary and other financial compensation, really nice people;health insurance plans, PTO, lack of flexibility with work schedule, no telecommuting;0.48;-0.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Why;Benefits are fair as far as insurance and time off;Makes changes that hurts employees;0.6;-0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Supervisor;Work along side many intelligent people and have access to upper management.;Ran as a thin company and requires a large commitment after normal business hours for low pay.;0.46;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Aggressive company;Want to get projects done quickly and you have the freedom to figure out why;Little to no assistance without hiring outside project help;0.67;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Approach with caution!;The hush money is pretty good.;Management has very poor ethical behavior. If you demonstrate general decency and moral fiber you probably won't get promoted.;0.73;-0.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Company used to be for the drivers but new management has taken that away...;Benefits ,uniforms, boots , big company;They don’t appreciate drivers!! No motivation by terminal manager ,dispatch big issues;0.38;0.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Risk Analyst;Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's Half day Friday's;inexperienced management that lack proper knowledge and communication skills lots of nepotism - almost every individual is hired based on whom they know in senior management;0.0;-0.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;A struggle to advance.;Great benefits and pay for the work load.;High degree of nepotism. Knowing someone influential is more important than achieving.;0.74;0.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;IT System Programmer;Good benefits and bonus. Stable job;Not enough time off, no comp time, too much red tape.;0.88;-0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Horrible, Just horrible!;pay competitve, benefits competitive, other hourly employees nice.;The hourly people who do ALL the work are treated like numbers, Too many layers of management, supervisors chosen strictly by the buddy, suckup system. Hourly employees treated unfairly managers allowed to yell at you, threaten you, and punish you with no recourse to take.;0.69;-0.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;OK place to work;Employees work hard and get reasonably compensated.;Poor work ethic by some who have been there far too long and get overly compensated.;-0.1;-0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Stagnant Company;Challenging work, half day Fridays, parking assistance, nice building;Office culture is very much old school. They do not embrace new ideas. They allow inner office dating that creates drama.;0.53;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Great place to learn the basics not and move on;Half day Friday's Subsidized bus pass;Below market compensation Long work hours before Friday Clueless micro-managers with no real depth or knowledge to excel performance and morale Poor communication from across all management levels Extreme office politics and nepotism Many under qualified employees in roles of management;0.0;-0.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Good potentials but need improvements;Growing. Many opportunities. Good benefits.;Growing too fast. Employees seem lost & need more motivations;0.83;-0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Left for better opportunities;Great insurance and benefits. Work Schedule;Lack of training and investment in employees. Pay structure is extremely flawed.;0.77;-0.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;High stress. Lots of pressure. Fast paced. Always changing.;Good salary. Good benefits. Great experience in oil and gas.;Small office. Difficult work. Long hours.2 people found this review helpfulHelpfulShareRepor;0.91;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Senior Environmental Engineer;Great place, never dull. Provides a challenge. Great people. Great fulfillment of accomplishment;Politics are really quite deadly.;0.94;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Need management with crude oil experience;Great pay and great benefits;Not the best upper management and OT is set at 55 hrs per week not 40;0.89;-0.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Terrible Middle Management;Good pay and work life balance;No leadership from Middle Management;0.36;-0.3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Old fasion and not willing to change;Stable, good benefits and salaries;Room for growth in the company is limited2 people found this review helpfulHelpfulShareRepor;0.77;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;good pay;good pay for the work being done;no wage increases. need more employee reviews for raises.;0.36;-0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Mechanic;Stay busy with broken equipment issues;Treated poorly and no bonus;-0.48;-0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Commercial Account Mangager;Very good opportunities for advancement;"Low job security; decisions throughout the company to promote and fire are made by one person only.";0.72;0.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Heading in the wrong direction;Easy Money Camaraderie with employees good benefits;Management only has book experience Marketing drives the company...whatever makes the most money regardless of safety or common sense safety takes a backseat...almost like a joke from time to time;0.81;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Just an odd place;Decent benefits, pay was just ok;strange clicky high school setting, difficult to figure out3 people found this review helpfulHelpfulShareRepor;0.53;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Okay;Company offers great Benefits, insurance, 401K;Lousy Corporate Culture, no bonuses;0.77;-0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Financial Analyst;Good assets and well positioned for success;No real push for talent development and long term growth2 people found this review helpfulHelpfulShareRepor;0.86;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Dispatcher;Great benefits, great pay and pto.;very micromanaged, not a lot of employee appreciation or consideration. Very corporate.;0.89;0.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Bad;To gain experience for next job.;They don't value talent or experience.4 people found this review helpfulHelpfulShareRepor;0.53;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Good starter job;Promotes people from within. ;rvative decision making. Industry leading midstream company.ConsMarginal pay. Below average benefits.;0.34;0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Intern Review;Engineering Rotational Development Program is excellent;Not enough opportunities for disciplines outside of mechanical and chemical;0.57;-0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;It is fast paced. Never dull. They discriminate the ones with no degree. If you don't have one you will never move up.;Their benefits are good. That's about the only upside to working at Enterprise.;Work work work without the pay to show for it.;0.67;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;Unethical company to work for the HR department has never been there for the employee when needed;There are no pros working for this company;HR is absolutely useless when employees need assistance;-0.3;-0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EnterpriseProducts;No longer a good place to work;CEO very good at leading company to profits.;Low pay, no change to advance;0.73;-0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
